target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	DIWH01000004	2	439	0	None	126	2	0.37	0.0	14.0967541727	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DIWH01000004/index.html	cluster-1	t1pks-otherks	ctg1_67	bacterium UBP9_UBA6111 (hydrocarbon metagenome)	None	False	False	1	0	0	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	FYBH01000240	1	1537	0	None	207	1	0.47	0.0	30.2105436497	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FYBH01000240/index.html	cluster-1	t1pks-ectoine-nrps	ctg1_4	Calothrix rhizosoleniae SC01	Cyanobacteria	False	False	1	0	0	0	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	CP017708	2	513	0	None	50	2	0.05	0.64	25.6438329849	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP017708/index.html	cluster-13	t3pks-nrps-t1pks-otherks	BJP36_09660	Moorea producens JHB	Cyanobacteria	False	False	1	0	0	1	0
Phenylacetic acid degradation protein paaC	DEG10180238	JQML01000001	3	7535	8	[u'CM007717', u'CP026498', u'CP031455', u'FOZX01000001', u'JOHU01000008', u'JOIZ01000015', u'KB898240', u'KJ920751']	21	3	0.6	0.0	15.5044540798	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQML01000001_402713_1145130/index.html	cluster-2	t1pks-nrps	ctg1_419	Streptacidiphilus albus JL83	Actinobacteria	False	False	0	1	0	1	1
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	DEG10180150	PZJT01000002	3	4172	0	None	6	2	0.4	0.6	4.95964158768	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PZJT01000002/index.html	cluster-1	t1pks	ctg1_129	Salinicola salarius	Proteobacteria	False	False	1	0	1	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	FMIA01000002	2	1807	0	None	207	3	0.47	0.0	34.0298223707	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMIA01000002_622942_924216/index.html	cluster-2	lantipeptide-t1pks-nrps	ctg1_137	Micromonospora yangpuensis	Actinobacteria	False	False	1	0	0	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	CP031455	3	5	12	[u'CP009922', u'CP021744', u'FMDH01000096', u'FNTM01000001', u'FNTN01000001', u'JOJI01000006', u'LGUR01000002', u'LMZE01000090', u'LNBE01000002', u'NOKT01000011', u'PENC01000028', u'QUAC01000482']	207	2	0.47	0.0	27.7147598655	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031455_1996626_2771982/index.html	cluster-1	terpene-blactam-t1pks-otherks-nrps	ctg1_132	Streptomyces olivoreticuli subsp. olivoreticuli	Actinobacteria	False	False	1	1	0	1	0
Rod shape-determining protein mreB	DEG10180486	FLSP01000002	1	9306	0	None	4	1	nan	nan	10.1234107476	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FLSP01000002/index.html	cluster-1	t1pks-nrps	GA0115233_1002136	Streptomyces sp. DI166	Actinobacteria	False	False	0	0	1	0	0
Hypothetical ABC transporter ATP-binding protein ynjD	DEG10180300	JHXQ01000006	2	6064	0	None	25	2	0.54	0.0	0.441370097868	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JHXQ01000006/index.html	cluster-1	t1pks	ctg1_57	Rhizobium undicola ORS 992 = ATCC 700741	Proteobacteria	False	False	0	0	0	1	1
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	DEG10180204	OMKB01000010	1	9696	0	None	6	1	-1.0	nan	25.7822346631	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OMKB01000010_245922_598028/index.html	cluster-1	transatpks-otherks-ladderane	ctg1_153	Aquimarina sp. Aq349	Bacteroidetes	False	False	0	0	1	0	0
Glyceraldehyde 3-phosphate dehydrogenase A (EC 1.2.1.12)	DEG10180303	QUAC01000473	0	7950	0	None	24	1	0.09	0.72	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QUAC01000473/index.html	cluster-1	t1pks	DY245_41185	Streptomyces sp. NEAU-D10	Actinobacteria	False	False	0	0	0	0	0
Hypothetical oxidoreductase yciK (EC 1.-.-.-)	DEG10180220	FJ952082	2	967	0	None	18	1	0.13	0.73	14.5426138598	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FJ952082/index.html	cluster-1	t1pks	meiF	Streptomyces nanchangensis	Actinobacteria	False	False	1	0	1	0	0
Putative deoxyribonuclease yjjV (EC 3.1.21.-)	DEG10180608	CP003539	2	6713	1	[u'CP006745']	5	1	0.95	0.05	7.98493408663	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003539_1220159_1481191/index.html	cluster-1	transatpks	ctg1_66	Candidatus Endolissoclinum faulkneri L2	Proteobacteria	False	False	0	1	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	NZ_LWLE01000001	2	2848	4	[u'CP026652', u'NTHE01000064', u'NZ_FMDG01000158', u'NZ_JOJO01000001']	207	0	0.47	0.0	28.0321814115	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LWLE01000001/index.html	cluster-1	lantipeptide-t1pks-nrps	ctg1_326	Streptomyces sp. TSRI0281	Actinobacteria	False	False	1	1	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	JAGE01000001	2	3690	0	None	132	23	0.26	0.0	14.4242026312	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAGE01000001_806819_1227982/index.html	cluster-1	transatpks-nrps	ctg1_143	Ruminiclostridium josui JCM 17888	Firmicutes	False	False	1	0	0	1	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	JOAG01000015	0	7147	0	None	87	1	0.28	0.0	13.9254421913	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOAG01000015/index.html	cluster-3	t2pks-t1pks	ctg1_166	Nonomuraea candida	Actinobacteria	False	False	0	0	0	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	CP015362	1	8271	0	None	44	14	0.45	0.0	10.3037234719	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015362/index.html	cluster-5	transatpks-t1pks-otherks-nrps	A6E92_30940	Streptomyces sp. S8	Actinobacteria	False	False	0	0	0	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	NZ_LIVT01000001	2	3092	3	[u'JOFE01000006', u'NZ_FMDG01000158', u'NZ_JOJO01000001']	207	0	0.47	0.0	26.0564242277	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LIVT01000001/index.html	cluster-3	t1pks-nrps	ctg1_428	Streptomyces sp. CB02366	Actinobacteria	False	False	1	1	0	0	0
Arginine repressor	DEG10180483	LQPW01000174	2	9848	10	[u'LQOR01000041', u'LQPD01000043', u'LQPF01000100', u'LQPJ01000141', u'LZLE01000041', u'LZLX01000136', u'MVHT01000018', u'NCXP01000008', u'NZ_UPHP01000058', u'PEDE01000109']	12	1	-0.03	0.79	6.25278396658	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPW01000174/index.html	cluster-1	t3pks-t1pks-otherks	AWC27_14195	Mycobacterium szulgai	Actinobacteria	False	False	0	1	1	0	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	NACZ01000462	1	4363	0	None	87	1	0.28	0.0	28.7661184481	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NACZ01000462/index.html	cluster-1	t1pks	B5180_21490	Streptomyces sp. BF-3	Actinobacteria	False	False	1	0	0	0	0
CTP synthase (EC 6.3.4.2)	DEG10180426	BFBZ01000011	2	3381	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BFBZ01000011/index.html	cluster-5	t1pks	ctg1_1936	symbiont metagenome	metagenomes	False	False	1	0	1	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	MKVC01000008	0	5720	0	None	132	1	0.26	0.0	11.8459504448	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MKVC01000008/index.html	cluster-1	t1pks-otherks	BGO84_08070	Dysgonomonas sp. 37-18 (bioreactor metagenome)	Bacteroidetes	False	False	0	0	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	AUZB01000009	1	14	0	None	207	1	0.47	0.0	43.7545793746	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUZB01000009_266543_582790/index.html	cluster-1	transatpks-t1pks-nrps	ctg1_127	Clostridium botulinum A2B3 87	Firmicutes	False	False	1	0	0	0	0
Protein ydhD	DEG10180276	NJGH01000001	1	7668	0	None	5	1	nan	nan	4.48039215687	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJGH01000001/index.html	cluster-1	t1pks-nrps	Xcab_00058	Xenorhabdus cabanillasii JM26	Proteobacteria	False	False	0	0	1	0	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	KN849180	1	5977	0	None	49	1	0.62	0.0	6.91252885596	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN849180_2117351_2418661/index.html	cluster-2	transatpks-otherks-nrps	ctg1_85	Burkholderia thailandensis Phuket 4W-1	Proteobacteria	False	False	0	0	0	0	1
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	JMLK01000016	0	9088	0	None	132	1	0.26	0.0	14.8186236745	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JMLK01000016/index.html	cluster-1	transatpks-nrps	ctg1_9	Clostridium akagii DSM 12554	Firmicutes	False	False	0	0	0	0	0
Hypothetical ABC transporter ATP-binding protein ydcT	DEG10180246	CP006764	2	6596	0	None	39	4	0.71	0.0	6.0024605405	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006764_2371887_2671798/index.html	cluster-1	t1pks	ctg1_143	Corynebacterium doosanense CAU 212 = DSM 45436	Actinobacteria	False	False	0	0	0	1	1
tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)	DEG10180589	JUHA01000025	2	3647	0	None	6	1	0.5	0.67	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JUHA01000025/index.html	cluster-1	t1pks-nrps	ctg1_7	Methylibium sp. YR605	Proteobacteria	False	False	1	0	1	0	0
Geranyltranstransferase (EC 2.5.1.10)	DEG10180081	LZSV01000003	1	6073	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSV01000003/index.html	cluster-1	t1pks-nrps	A5758_05240	Mycobacterium sp. 852014-50255_SCH5639931	Actinobacteria	False	False	0	0	1	0	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	JOFO01000040	1	7974	2	[u'BCRI01000020', u'JNYJ01000010']	26	1	0.3	0.0	4.92497476638	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOFO01000040/index.html	cluster-1	t1pks-nrps	ctg1_10	Microtetraspora glauca	Actinobacteria	False	False	0	1	0	0	0
Inorganic pyrophosphatase (EC 3.6.1.1)	DEG10180595	PRLH01000046	1	9266	0	None	4	1	1.0	nan	8.35798422345	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PRLH01000046/index.html	cluster-1	t1pks	ctg1_25	Cyanothece sp. BG0011	Cyanobacteria	False	False	0	0	1	0	0
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	DEG10180357	BBON01000034	3	944	0	None	14	1	0.68	0.02	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBON01000034/index.html	cluster-1	t1pks-nrps	ctg1_1	Streptomyces sp. NBRC 109436	Actinobacteria	False	False	1	0	1	0	1
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	CP012332	2	399	0	None	126	2	0.37	0.0	15.0936409307	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP012332/index.html	cluster-1	t1pks-otherks	AKJ08_2413	Vulgatibacter incomptus	Proteobacteria	False	False	1	0	0	1	0
3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	DEG10180361	JOJF01000026	1	9857	0	None	15	1	0.59	0.06	1.3760892734	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOJF01000026/index.html	cluster-1	t1pks	ctg1_53	Nocardia sp. NRRL WC-3656	Actinobacteria	False	False	0	0	1	0	0
Hypothetical protein ydcN	DEG10180244	LS483370	1	8499	0	None	8	1	0.7	0.19	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LS483370_2355302_2917301/index.html	cluster-2	t1pks	ctg1_366	Pseudomonas taetrolens	Proteobacteria	False	False	0	0	1	0	0
Cell division ATP-binding protein ftsE	DEG10180522	KK366027	2	4579	0	None	89	15	0.46	0.0	8.36046274651	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK366027_51318_740622/index.html	cluster-3	transatpks-nrps	ctg1_229	Paenibacillus sp. UNC217MF	Firmicutes	False	False	1	0	0	1	0
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	BDBH01000002	2	1713	21	[u'AXVD01000001', u'BAFR01000003', u'BAFS01000007', u'BAFU01000001', u'BAGG01000002', u'BDAZ01000001', u'BDBR01000036', u'BDBX01000015', u'BDBY01000087', u'BDCF01000014', u'BDCT01000027', u'CP003876', u'CP022088', u'FO082843', u'FOTX01000001', u'JNZF01000004', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005', u'QJKF01000006', u'QZFU01000016']	32	1	0.19	0.0	4.81480399355	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDBH01000002/index.html	cluster-2	t1pks	ctg1_299	Nocardia harenae NBRC 108248	Actinobacteria	False	False	1	1	0	0	0
Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	DEG10180581	FP929134	1	7908	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FP929134/index.html	cluster-1	indole-t1pks-nrps	LEMA_P081940.1	Leptosphaeria maculans JN3	Fungi	False	False	0	0	1	0	0
Protein ycgM	DEG10180198	CP004025	1	5271	0	None	12	1	-0.5	0.67	13.2839582596	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP004025/index.html	cluster-2	t1pks-nrps	MYSTI_04967	Myxococcus stipitatus DSM 14675	Proteobacteria	False	False	0	0	1	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	JGVW01000064	1	3846	0	None	132	1	0.26	0.0	12.4912408848	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JGVW01000064/index.html	cluster-1	t3pks-t1pks-otherks	LIG30_1964	Burkholderia sp. lig30	Proteobacteria	False	False	1	0	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	FUYE01000011	1	9715	1	[u'QNRR01000007']	132	1	0.26	0.0	16.4090147951	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FUYE01000011/index.html	cluster-1	t1pks	SAMN02745166_03276	Prosthecobacter debontii	Verrucomicrobia	False	False	0	1	0	0	0
30S ribosomal protein S14	DEG10180498	KK340220	1	9353	0	None	11	1	-0.07	0.84	31.8029453746	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK340220_2166236_2467606/index.html	cluster-1	t1pks	ctg1_163	Mycobacterium tuberculosis UT0094	Actinobacteria	False	False	0	0	1	0	0
Glyceraldehyde 3-phosphate dehydrogenase A (EC 1.2.1.12)	DEG10180303	NZ_QFDR01000003	1	1428	0	None	24	0	0.09	0.72	21.5300951986	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QFDR01000003/index.html	cluster-1	t1pks	DF268_RS03170	Streptomyces sp. V2	Actinobacteria	False	False	1	0	0	0	0
Putative ferredoxin-like protein ydhX	DEG10180279	OUZS01000002	1	4130	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OUZS01000002/index.html	cluster-1	t1pks-PUFA	ctg1_23	marine metagenome	metagenomes	False	False	1	0	0	0	0
Uroporphyrinogen decarboxylase (EC 4.1.1.37)	DEG10180574	QLTE01000004	1	8503	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLTE01000004/index.html	cluster-1	t1pks-nrps	C8R33_10446	Nitrosomonas sp. Nm143	Proteobacteria	False	False	0	0	1	0	0
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	DEG10180311	CP027429	2	3013	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP027429_1366856_1693559/index.html	cluster-1	transatpks	ctg1_153	Bacillus velezensis	Firmicutes	False	False	1	0	1	0	0
Putative PTS system IIB component ypdH (EC 2.7.1.69)	DEG10180365	NZ_QJJD01000002	1	9722	0	None	2	0	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QJJD01000002/index.html	cluster-1	t1pks-terpene-nrps	C2W64_RS02675	Brevibacillus laterosporus	Firmicutes	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	NZ_QAZA01000039	1	525	0	None	126	0	0.37	0.0	13.0392573733	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QAZA01000039/index.html	cluster-1	t1pks-arylpolyene-otherks	DB346_RS14750	Verrucomicrobia bacterium LW23	Verrucomicrobia	False	False	1	0	0	0	0
Phenylacetic acid degradation protein paaC	DEG10180238	JOIZ01000015	2	5113	11	[u'CM007717', u'CP023865', u'CP026498', u'CP031455', u'FMCI01000168', u'FOET01000017', u'FOZX01000001', u'JOHU01000008', u'JQML01000001', u'KB898240', u'KJ920751']	21	1	0.6	0.0	15.2828738862	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOIZ01000015/index.html	cluster-1	t1pks-nrps	ctg1_42	Streptomyces sp. NRRL S-37	Actinobacteria	False	False	0	1	0	0	1
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	PENC01000028	2	2911	5	[u'CP021744', u'CP031455', u'FMDH01000096', u'FNTN01000001', u'LNBE01000002']	207	1	0.47	0.0	18.9081398333	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PENC01000028/index.html	cluster-2	t1pks-nrps	CTZ27_35180	Streptomyces griseocarneus	Actinobacteria	False	False	1	1	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	CP001390	1	445	0	None	126	1	0.37	0.0	15.4082099601	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001390/index.html	cluster-1	t1pks-otherks	Geob_3148	Geobacter daltonii FRC-32	Proteobacteria	False	False	1	0	0	0	0
Glutamyl-tRNA synthetase (EC 6.1.1.17)	DEG10180366	FQZT01000013	2	9588	0	None	11	2	0.4	0.6	4.46058461979	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQZT01000013/index.html	cluster-1	t1pks-otherks	SAMN02745165_02983	Malonomonas rubra DSM 5091	Proteobacteria	False	False	0	0	1	1	0
Cell division ATP-binding protein ftsE	DEG10180522	NZ_ANAS01000020	0	9483	0	None	89	0	0.46	0.0	16.9177449352	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_ANAS01000020/index.html	cluster-2	t1pks-nrps	C892_RS0117520	Nocardiopsis baichengensis YIM 90130	Actinobacteria	False	False	0	0	0	0	0
Hypothetical protein ydiO	DEG10180282	KQ948207	2	3420	0	None	12	1	1.0	nan	20.5976886963	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ948207/index.html	cluster-1	terpene-t1pks	AQI95_04790	Streptomyces yokosukanensis	Actinobacteria	False	False	1	0	1	0	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	LT607413	1	5426	0	None	87	28	0.28	0.0	41.6449030901	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT607413_5243771_5819886/index.html	cluster-1	t1pks	ctg1_106	Micromonospora echinospora	Actinobacteria	False	False	0	0	0	1	0
Hypothetical protein ycfD	DEG10180189	QZCH01000007	0	9928	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZCH01000007/index.html	cluster-1	t1pks-nrps	D1Z90_07580	Motilimonas sp. PLHSC7-2	Proteobacteria	False	False	0	0	0	0	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	FMCV01000018	1	14	0	None	25	1	0.41	0.02	5.55010054713	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCV01000018/index.html	cluster-1	nrps-siderophore-t1pks-otherks	GA0070215_118108	Micromonospora marina	Actinobacteria	False	False	1	0	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	CEPD01021257	2	250	3	[u'JYMV01023367', u'LUQM01000040', u'LUQS01000005']	126	1	0.37	0.0	17.9173065821	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEPD01021257/index.html	cluster-1	t1pks-PUFA	ctg1_1	marine metagenome	metagenomes	False	False	1	1	0	0	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	AMWB02106208	0	7410	0	None	50	1	0.05	0.64	16.10552568	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AMWB02106208/index.html	cluster-1	t1pks	ctg1_7	bioreactor metagenome	metagenomes	False	False	0	0	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	QJKM01000011	1	9958	0	None	207	2	0.47	0.0	11.033741218	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QJKM01000011/index.html	cluster-1	t1pks	ctg1_41	Rhizobium sp. NAU-18	Proteobacteria	False	False	0	0	0	1	0
Protein ycgS	DEG10180200	FN554889	1	7118	0	None	7	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FN554889_9167633_9525195/index.html	cluster-1	t1pks-linaridin	ctg1_111	Streptomyces scabiei 87.22	Actinobacteria	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	NZ_FOJJ01000023	1	446	0	None	126	0	0.37	0.0	13.0784151703	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FOJJ01000023/index.html	cluster-1	t1pks-otherks	BQ4888_RS09465	Desulfuromonas acetexigens	Proteobacteria	False	False	1	0	0	0	0
Probable transport ATP-binding protein msbA	DEG10180148	CP022163	2	9351	0	None	67	4	0.51	0.0	19.0039405813	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP022163/index.html	cluster-3	t1pks-nrps	MEBOL_007615	Melittangium boletus DSM 14713	Proteobacteria	False	False	0	0	0	1	1
Putative methylase yhhF (EC 2.1.1.-)	DEG10180524	HG315953	2	8234	1	[u'MVHV01000033']	6	0	nan	nan	3.82513661202	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG315953_4790289_5128361/index.html	cluster-2	t1pks	ctg1_134	Mycobacterium simiae ATCC 25275 = DSM 44165	Actinobacteria	False	False	0	1	1	0	0
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	DEG10180210	CP020894	2	8788	0	None	7	1	1.0	0.0	3.59016393443	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020894_1881789_2726698/index.html	cluster-2	t1pks	ctg1_274	Legionella longbeachae	Proteobacteria	False	False	0	0	1	0	1
Oligopeptide transport ATP-binding protein oppD	DEG10180214	BBZE01000007	1	7679	0	None	42	2	0.41	0.0	11.2523948452	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBZE01000007/index.html	cluster-2	transatpks	ctg1_82	Streptomyces sp. TP-A0875	Actinobacteria	False	False	0	0	0	1	0
Glutamate aspartate transport system permease protein gltK	DEG10180115	FOYL01000009	2	7157	0	None	8	1	1.0	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOYL01000009/index.html	cluster-1	t1pks-otherks	SAMN04488564_109329	Lentzea waywayandensis	Actinobacteria	False	False	0	0	1	0	1
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	ACXX02000014	0	9622	0	None	87	1	0.28	0.0	13.916767028	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ACXX02000014/index.html	cluster-1	transatpks-t1pks	Cpap_0288	Ruminiclostridium papyrosolvens DSM 2782	Firmicutes	False	False	0	0	0	0	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	NHOD01000320	3	120	1	[u'KZ672952']	41	1	0.8	0.0	7.15366458541	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NHOD01000320/index.html	cluster-1	t1pks	ctg1_2	Streptomyces scabiei	Actinobacteria	False	False	1	1	0	0	1
Hypothetical protein ybjS	DEG10180141	BDBC01000018	1	8228	0	None	6	1	-1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDBC01000018/index.html	cluster-1	t1pks-nrps	ctg1_73	Nocardia beijingensis NBRC 16342	Actinobacteria	False	False	0	0	1	0	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	JODC01000026	2	9148	1	[u'CP009438']	49	1	0.62	0.0	11.3559853969	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JODC01000026/index.html	cluster-1	t1pks-otherks	ctg1_61	Streptomyces sp. NRRL S-646	Actinobacteria	False	False	0	1	0	0	1
Ubiquinone menaquinone biosynthesis methyltransferase ubiE (EC 2.1.1.-)	DEG10180556	MVHD01000006	1	8535	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHD01000006/index.html	cluster-1	t1pks	BST11_06460	Mycobacterium alsense	Actinobacteria	False	False	0	0	1	0	0
Integrase recombinase xerC	DEG10180554	AYSJ01000002	1	7937	0	None	7	1	-0.6	0.4	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AYSJ01000002_381186_921136/index.html	cluster-1	t1pks	ctg1_134	Photorhabdus khanii NC19	Proteobacteria	False	False	0	0	1	0	0
