target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
Acetylornithine/succinyldiaminopimelate aminotransferase	LT607751	sp_P18335_ARGD_ECOLI	2592219	2592569	2597336	2598631	cluster-1	t1pks-otherks	2553807-2615642	4767	Micromonospora siamensis	Actinobacteria	0	-1.00	7	6250219	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT607751_2430866_2743375/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	MVIK01000003	sp_P18335_ARGD_ECOLI	150688	151113	144170	145375	cluster-2	t3pks-t1pks	129511-154834	5313	Mycobacterium shinjukuense	Actinobacteria	0	-1.00	0	154834	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVIK01000003/index.html
Aminodeoxychorismate synthase component 1	QEIO01000038	sp_P05041_PABB_ECOLI	17508	17920	24757	26841	cluster-1	t1pks	1-41009	6837	Marinateneraspora sediminis	Actinobacteria	0	-1.00	0	41009	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEIO01000038/index.html
UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	UBWJ01000014	sp_P0A749_MURA_ECOLI	478141	478511	471060	472352	cluster-1	t1pks	458138-505505	5789	Rhizobiales bacterium	Proteobacteria	0	-1.00	0	1025195	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UBWJ01000014_327997_629259/index.html
Protein-export membrane protein SecG	CP001657	sp_P0AG99_SECG_ECOLI	664030	664456	657603	657935	cluster-2	t1pks-nrps	639867-695982	6095	Pectobacterium carotovorum subsp. carotovorum PC1	Proteobacteria	0	-1.00	0	4862913	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001657/index.html
Elongation factor Tu 1	JQJV01000052	sp_P0CE47_EFTU1_ECOLI	45079	45123	42709	43878	cluster-2	t1pks-nrps	37918-99812	1201	Streptomyces mirabilis	Actinobacteria	0	-1.00	1	102765	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQJV01000052/index.html
Transcriptional regulatory protein WalR	LZQD01000001	sp_Q9RDT5_WALR_STAAU	1430726	1431175	1423343	1424086	cluster-1	t1pks-otherks	1410715-1462942	6640	Trichormus sp. NMC-1	Cyanobacteria	0	-1.00	0	1580590	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZQD01000001_1282680_1580590/index.html
beta-lactamase	FMCJ01000028	beta_lactamase	235436	235852	224617	225582	cluster-4	thiopeptide-t1pks-nrps	205596-266959	9854	Streptomyces sp. ScaeMP-e83	Actinobacteria	0	-1.00	0	267546	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCJ01000028/index.html
Peptide deformylase	MGTY01000064	sp_P0A6K3_DEF_ECOLI	24808	25257	19718	20227	cluster-1	t1pks	4807-30155	4581	Elusimicrobia bacterium GWA2_69_24 (subsurface metagenome)	Elusimicrobia	0	-1.00	1	30155	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGTY01000064/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	JANZ01000006	sp_P18335_ARGD_ECOLI	341777	342081	348297	349487	cluster-1	t3pks-t1pks	305937-353577	6216	Mycobacterium kansasii 732	Actinobacteria	0	-1.00	0	353577	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JANZ01000006/index.html
Elongation factor Tu 1	NZ_LIWA01000004	sp_P0CE47_EFTU1_ECOLI	732832	732876	729126	730298	cluster-5	t1pks-otherks	688615-739979	2534	Streptomyces sp. CB01883	Actinobacteria	0	-1.00	0	797097	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LIWA01000004/index.html
ATP-dependent Clp protease proteolytic subunit	FMHZ01000002	sp_P0A6G7_CLPP_ECOLI	2186176	2186617	2193801	2194445	cluster-1	t1pks-nrps	2132380-2211003	7184	Micromonospora citrea	Actinobacteria	0	-1.00	0	7145280	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHZ01000002_2009843_2337505/index.html
ATP-dependent Clp protease proteolytic subunit	JOEP01000017	sp_P0A6G7_CLPP_ECOLI	21370	21793	30455	31033	cluster-1	t1pks	1357-46825	8662	Streptosporangium roseum	Actinobacteria	0	-1.00	0	148938	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOEP01000017/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	CP013457	sp_P0A725_LPXC_ECOLI	935350	935776	942980	943897	cluster-2	t1pks	915346-962983	7204	Burkholderia sp. MSMB617WGS	Proteobacteria	0	-1.00	0	4081657	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP013457_785358_1086635/index.html
Aminodeoxychorismate synthase component 2	AXVD01000034	sp_P00903_PABA_ECOLI	36261	36506	26260	28326	cluster-1	otherks-t1pks-nrps	1-53401	7935	Nocardia sp. CNY236	Actinobacteria	0	-1.00	0	53401	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AXVD01000034/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	LPJU01000011	sp_P0A725_LPXC_ECOLI	259369	259795	266999	267916	cluster-1	t1pks	239365-281029	7204	Burkholderia diffusa	Proteobacteria	0	-1.00	0	281029	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPJU01000011/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	NCXP01000008	sp_P18335_ARGD_ECOLI	128845	129268	122215	123405	cluster-1	t3pks-t1pks-nrps	107544-181084	5440	Mycobacterium decipiens	Actinobacteria	0	-1.00	0	181084	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCXP01000008/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	ATLU01000003	sp_P18335_ARGD_ECOLI	96073	96494	96034	104973	cluster-1	t1pks	76034-124973	460	bioreactor metagenome	metagenomes	0	-1.00	2	237148	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ATLU01000003/index.html
Elongation factor G	CDLW01000001	sp_P0A6M8_EFG_ECOLI	4158977	4159397	4153942	4156044	cluster-1	transatpks	4147715-4189695	2933	Ralstonia solanacearum	Proteobacteria	0	-1.00	2	5479463	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_4147714_4448973/index.html
Aminodeoxychorismate synthase component 2	JOFY01000014	sp_P00903_PABA_ECOLI	153848	154191	148092	150101	cluster-1	t1pks-nrps	93363-154635	3747	Streptomyces sp. NRRL F-4335	Actinobacteria	0	-1.00	1	191386	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOFY01000014/index.html
Tyrosine--tRNA ligase	FNHB01000001	sp_P0AGJ9_SYY_ECOLI	93932	94355	89248	90468	cluster-1	transatpks-nrps	73705-143847	3464	Dendrosporobacter quercicolus	Firmicutes	0	-1.00	1	1321792	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNHB01000001_0_628465/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	ABLK01000190	sp_P0A725_LPXC_ECOLI	3853	4279	11473	12390	cluster-1	t1pks	1-14637	7194	Burkholderia ambifaria MEX-5	Proteobacteria	0	-1.00	0	14637	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ABLK01000190/index.html
ATP-dependent Clp protease proteolytic subunit	AXWW01000033	sp_P0A6G7_CLPP_ECOLI	76723	77133	86537	87208	cluster-1	nrps-transatpks-t1pks-otherks	41610-94407	9404	Actinokineospora inagensis DSM 44258	Actinobacteria	0	-1.00	0	94407	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AXWW01000033/index.html
Transcriptional regulatory protein WalR	AULB01000016	sp_Q9RDT5_WALR_STAAU	82460	82888	72904	73653	cluster-1	t1pks	62323-108922	8807	Actinomadura rifamycini DSM 43936	Actinobacteria	0	-1.00	0	195041	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AULB01000016/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	NBSQ01000002	sp_P0A725_LPXC_ECOLI	1792327	1792753	1791412	1792326	cluster-1	t1pks	1772323-1819966	1	Burkholderia thailandensis	Proteobacteria	0	-1.00	2	4106458	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NBSQ01000002_1648677_1949954/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	DS986683	sp_P18335_ARGD_ECOLI	85676	85833	79149	80084	cluster-1	t3pks-t1pks	64404-122387	5592	Mycobacterium tuberculosis T17	Actinobacteria	0	-1.00	0	1033579	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DS986683_0_248760/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LOTO01000012	sp_P18335_ARGD_ECOLI	14202	14610	19245	20555	cluster-1	transatpks-t1pks-nrps	1-106365	4635	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	303628	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOTO01000012/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	PEDJ01000075	sp_P18335_ARGD_ECOLI	16219	16646	9521	10711	cluster-1	t3pks-t1pks	1-44946	5508	Mycobacterium marinum	Actinobacteria	0	-1.00	0	44946	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PEDJ01000075/index.html
Aminodeoxychorismate synthase component 1	FMCF01000008	sp_P05041_PABB_ECOLI	10757	11184	7769	9940	cluster-1	t1pks	1-116240	817	Streptomyces sp. BvitLS-983	Actinobacteria	0	-1.00	1	116240	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCF01000008/index.html
Aminodeoxychorismate synthase component 1	CP001359	sp_P05041_PABB_ECOLI	4506495	4506890	4496072	4497520	cluster-3	t1pks	4491741-4537851	8975	Anaeromyxobacter dehalogenans 2CP-1	Proteobacteria	0	-1.00	0	5029329	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001359/index.html
Elongation factor G	FNVT01000023	sp_P0A6M8_EFG_ECOLI	104961	105380	95439	97448	cluster-1	bacteriocin-lantipeptide-t1pks	84956-148596	7513	Nonomuraea solani	Actinobacteria	0	-1.00	0	148596	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNVT01000023/index.html
Transcriptional regulatory protein WalR	PUEV01000102	sp_Q9RDT5_WALR_STAAU	53932	54355	52344	53027	cluster-1	t1pks-nrps	33221-68245	905	Mycolicibacter virginiensis	Actinobacteria	0	-1.00	1	68245	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PUEV01000102/index.html
Transcriptional regulatory protein WalR	JH804672	sp_Q9RDT5_WALR_STAAU	1338033	1338458	1347211	1347909	cluster-1	transatpks-nrps	1293600-1366755	8753	Bacillus cereus HuA2-1	Firmicutes	0	-1.00	0	4440877	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH804672_1188099_1489379/index.html
Phospho-N-acetylmuramoyl-pentapeptide-transferase	PIWD01000025	sp_P0A6W3_MRAY_ECOLI	6296	6719	13866	14912	cluster-1	t1pks-nrps	1-24230	7147	Gammaproteobacteria bacterium (invertebrate metagenome)	Proteobacteria	0	-1.00	0	24230	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PIWD01000025/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LPBW01000066	sp_P18335_ARGD_ECOLI	99221	99629	104271	105581	cluster-1	transatpks-t1pks-nrps	37686-191679	4642	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	399634	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPBW01000066/index.html
ATP-dependent Clp protease proteolytic subunit	AQOM01000011	sp_P0A6G7_CLPP_ECOLI	3799	4233	3024	3497	cluster-1	transatpks-t1pks-nrps	1-28984	302	Burkholderia glumae 3252-8	Proteobacteria	0	-1.00	1	28984	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AQOM01000011/index.html
Cytochrome bd-II ubiquinol oxidase subunit 1	LWHC01000092	sp_P26459_APPC_ECOLI	23512	23979	13010	14446	cluster-1	t1pks	2809-51292	9066	Cyanobacterium sp. IPPAS B-1200	Cyanobacteria	0	-1.00	0	125280	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWHC01000092/index.html
Aminodeoxychorismate synthase component 1	BBNN01000039	sp_P05041_PABB_ECOLI	74758	75185	71775	73958	cluster-1	t1pks-nrps	17453-89149	800	Streptomyces sp. NBRC 110035	Actinobacteria	0	-1.00	1	89149	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBNN01000039/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	MEBL01000034	sp_P18335_ARGD_ECOLI	35917	36325	40967	42277	cluster-1	transatpks-t1pks-nrps	1-128396	4642	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	138257	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEBL01000034/index.html
Pyruvate dehydrogenase [ubiquinone]	LT607410	sp_P07003_POXB_ECOLI	5094141	5094566	5083685	5085532	cluster-2	t1pks-nrps	5072989-5135703	8609	Micromonospora purpureochromogenes	Actinobacteria	0	-1.00	0	6674234	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT607410_4832930_5247710/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZSV01000018	sp_P18335_ARGD_ECOLI	26818	27242	18965	20158	cluster-1	t3pks-t1pks	4322-53708	6660	Mycobacterium sp. 852014-50255_SCH5639931	Actinobacteria	0	-1.00	0	53708	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSV01000018/index.html
Transcriptional regulatory protein WalR	NZ_QLIQ01000005	sp_Q9RDT5_WALR_STAAU	41008	41436	49320	50090	cluster-1	t1pks-nrps	14555-66318	7884	Cysteiniphilum litorale	Proteobacteria	0	-1.00	0	109614	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QLIQ01000005/index.html
Transcriptional regulatory protein WalR	AMCW01000040	sp_Q9RDT5_WALR_STAAU	191528	191954	190728	191408	cluster-1	t1pks	171475-218890	120	Rhodopirellula baltica SH28	Planctomycetes	0	-1.00	1	264482	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AMCW01000040/index.html
2-succinylbenzoate--CoA ligase	LN997802	sp_P37353_MENE_ECOLI	44629	45056	43973	51199	cluster-1	oligosaccharide-t1pks-otherks	1-72144	1083	Streptomyces caniferus	Actinobacteria	0	-1.00	0	72144	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN997802/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LOVR01000062	sp_P18335_ARGD_ECOLI	878	1286	5928	7238	cluster-1	transatpks-t1pks	1-98877	4642	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	108854	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOVR01000062/index.html
ATP-dependent Clp protease proteolytic subunit	CP007035	sp_P0A6G7_CLPP_ECOLI	229673	230096	225186	225869	cluster-1	t1pks-nrps	209571-257270	3804	Niabella soli DSM 19437	Bacteroidetes	0	-1.00	2	4697343	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007035/index.html
Alanine racemase	FMHT01000003	sp_P0A6B4_ALR1_ECOLI	640471	640898	644591	645694	cluster-3	lantipeptide-t1pks-nrps	444907-731043	3693	Micromonospora nigra	Actinobacteria	0	-1.00	4	6210650	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHT01000003_49553_924403/index.html
Serine--tRNA ligase	FTNT01000013	sp_P0A8L1_SYS_ECOLI	45230	45653	55471	56727	cluster-1	t1pks	1-71598	9818	Williamsia sterculiae	Actinobacteria	0	-1.00	0	162969	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FTNT01000013/index.html
Elongation factor Tu 1	MCGQ01000026	sp_P0CE47_EFTU1_ECOLI	80050	80094	83603	84775	cluster-1	t1pks-otherks	73689-166306	3509	Streptomyces diastatochromogenes	Actinobacteria	0	-1.00	1	199314	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MCGQ01000026/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	LPEQ01000122	sp_P0A725_LPXC_ECOLI	12773	13198	11804	12718	cluster-1	t1pks	1-23884	55	Burkholderia territorii	Proteobacteria	0	-1.00	1	23884	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPEQ01000122/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	MVIJ01000005	sp_P18335_ARGD_ECOLI	50931	51355	44403	45569	cluster-1	t3pks-t1pks	29801-87835	5362	Mycobacterium scrofulaceum	Actinobacteria	0	-1.00	0	160780	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVIJ01000005/index.html
Serine--tRNA ligase	GV586860	sp_P0A8L1_SYS_ECOLI	2793125	2793477	2795949	2797232	cluster-15	t1pks-butyrolactone-otherks	2746969-2811734	2472	Unknown	None	0	-1.00	2	9025608	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/GV586860/index.html
Serine--tRNA ligase	CP005929	sp_P0A8L1_SYS_ECOLI	2511046	2511396	2500318	2501583	cluster-2	t1pks	2488735-2552855	9463	Actinoplanes sp. N902-109	Actinobacteria	0	-1.00	2	9228054	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP005929_2361067_3001573/index.html
Alanine racemase	AUXS01000013	sp_P0A6B4_ALR1_ECOLI	161919	162329	155245	156330	cluster-1	t1pks-nrps	141200-213183	5589	Pseudoalteromonas luteoviolacea NCIMB 1944	Proteobacteria	0	-1.00	0	274098	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUXS01000013/index.html
Elongation factor G	LSRI01000011	sp_P0A6M8_EFG_ECOLI	389643	389978	381813	383918	cluster-3	nrps-t1pks-ladderane	369586-460217	5725	Tsukamurella pulmonis	Actinobacteria	0	-1.00	0	729223	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LSRI01000011/index.html
ATP-dependent zinc metalloprotease FtsH	DPRS01000029	sp_P0AAI3_FTSH_ECOLI	41200	41626	37730	39784	cluster-1	t1pks-nrps	21170-87850	1416	Oxalobacteraceae bacterium (sediment metagenome)	Proteobacteria	0	-1.00	1	230887	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DPRS01000029/index.html
Transcriptional regulatory protein WalR	LWTK01000105	sp_Q9RDT5_WALR_STAAU	48524	48971	39528	40271	cluster-1	t1pks-otherks	28521-80769	8253	Nostoc sp. ATCC 43529	Cyanobacteria	0	-1.00	0	338360	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWTK01000105/index.html
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	KQ949079	sp_P17169_GLMS_ECOLI	94810	95225	86467	88293	cluster-1	t1pks	74713-118771	6517	Streptomyces sp. RV15	Actinobacteria	0	-1.00	0	326079	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ949079/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	MRIW01000001	sp_P18335_ARGD_ECOLI	1872231	1872655	1865614	1866816	cluster-1	t3pks-t1pks	1850958-1918968	5415	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	0	3125207	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRIW01000001_1745628_2045894/index.html
Transcriptional regulatory protein WalR	FNTK01000001	sp_Q9RDT5_WALR_STAAU	8385635	8386075	8394444	8395193	cluster-2	t1pks-otherks	8360589-8411641	8369	Streptomyces sp. 3213.3	Actinobacteria	0	-1.00	0	10914512	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNTK01000001_8233643_8539883/index.html
Aspartate--tRNA ligase	CP006941	sp_P21889_SYD_ECOLI	3760580	3761017	3753858	3755639	cluster-1	transatpks-otherks-nrps	3739949-3837433	4941	Paenibacillus polymyxa CR1	Firmicutes	0	-1.00	2	6019882	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006941_3642860_3955217/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZLE01000041	sp_P18335_ARGD_ECOLI	36870	37295	30245	31432	cluster-1	t3pks-t1pks	15708-38684	5438	Mycobacterium sp. 1423905.2	Actinobacteria	0	-1.00	0	38684	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLE01000041/index.html
Serine--tRNA ligase	LN831790	sp_P0A8L1_SYS_ECOLI	352413	352837	347431	348708	cluster-3	t1pks	324784-368267	3705	Streptomyces leeuwenhoekii	Actinobacteria	0	-1.00	2	7903895	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN831790_0_368267/index.html
beta-lactamase	ASJB01000076	beta_lactamase	28293	28710	19264	20190	cluster-1	t1pks	8202-39624	8103	Amycolatopsis orientalis DSM 40040 = KCTC 9412	Actinobacteria	0	-1.00	0	39624	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ASJB01000076/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	FR878060	sp_P18335_ARGD_ECOLI	1872014	1872123	1865397	1866599	cluster-2	t3pks-t1pks	1850834-1904620	5415	Mycobacterium africanum GM041182	Actinobacteria	0	-1.00	0	4389314	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FR878060_1724295_2029500/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP009449	sp_P18335_ARGD_ECOLI	1840492	1840916	1833875	1835077	cluster-2	t3pks-t1pks	1819312-1877351	5415	Mycobacterium bovis	Actinobacteria	0	-1.00	0	4358088	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009449_1690558_1991835/index.html
Elongation factor Tu 1	BCFL01000028	sp_P0CE47_EFTU1_ECOLI	231176	231220	228631	229800	cluster-2	t1pks-otherks	185484-237241	1376	Streptomyces hyaluromycini	Actinobacteria	0	-1.00	1	335156	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCFL01000028/index.html
1,4-dihydroxy-2-naphthoyl-CoA synthase	QHKY01000002	sp_P0ABU0_MENB_ECOLI	693159	693617	689022	689966	cluster-2	t1pks-otherks	673144-725610	3193	Nocardioides gilvus	Actinobacteria	0	-1.00	1	757458	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QHKY01000002/index.html
Protein translocase subunit SecA	CP031320	sp_P10408_SECA_ECOLI	6967586	6967969	6963893	6966757	cluster-3	t1pks-ectoine	6897233-6967677	829	Streptomyces armeniacus	Actinobacteria	0	-1.00	2	8083249	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	CP013448	sp_P0A725_LPXC_ECOLI	1072329	1072755	1080031	1080939	cluster-1	t1pks	1052325-1100034	7276	Burkholderia sp. Bp7605	Proteobacteria	0	-1.00	0	3663220	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP013448_922337_1223614/index.html
D-alanine-D-alanine ligase B	NZ_NITY01000011	sp_P07862_DDLB_ECOLI	126137	126416	128674	129771	cluster-1	t1pks-nrps	65321-162527	2258	Xenorhabdus mauleonii	Proteobacteria	0	-1.00	0	162527	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_NITY01000011/index.html
Elongation factor Tu 1	NZ_MLYO01000014	sp_P0CE47_EFTU1_ECOLI	70743	70787	66420	67598	cluster-1	t1pks-otherks	26491-78296	3145	Streptomyces sp. MUSC 1	Actinobacteria	0	-1.00	0	135844	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLYO01000014/index.html
beta-lactamase	CP021888	beta_lactamase	1273185	1273443	1280548	1281462	cluster-1	transatpks-nrps	1177894-1291216	7105	Bacillus velezensis	Firmicutes	0	-1.00	0	4001762	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP021888_1064149_1984937/index.html
ATP-dependent Clp protease proteolytic subunit	AORZ01000049	sp_P0A6G7_CLPP_ECOLI	17757	18199	25820	26473	cluster-1	t1pks	1-44877	7621	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Actinobacteria	0	-1.00	0	47031	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AORZ01000049/index.html
Aminodeoxychorismate synthase component 1	CP029338	sp_P05041_PABB_ECOLI	148148	148575	145161	147332	cluster-1	lantipeptide-t1pks-nrps	30776-282674	816	Streptomyces sp. SM17	Actinobacteria	0	-1.00	2	6975788	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP029338_30775_371678/index.html
Proline--tRNA ligase	LOJP01000001	sp_P16659_SYP_ECOLI	2460016	2460441	2450877	2452616	cluster-1	t1pks	2397664-2512505	7400	Actinoplanes sp. TFC3	Actinobacteria	0	-1.00	0	5993166	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOJP01000001_2263386_2877710/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	MUSG01000032	sp_P0A725_LPXC_ECOLI	25948	26352	33504	34421	cluster-1	t1pks	5948-53507	7152	Burkholderia cenocepacia	Proteobacteria	0	-1.00	0	101261	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUSG01000032/index.html
beta-lactamase	BAFZ01000120	beta_lactamase	11847	12271	8939	9868	cluster-1	t1pks	1-36132	1979	Nocardia exalbida NBRC 100660	Actinobacteria	0	-1.00	1	82147	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAFZ01000120/index.html
trehalose-6-phosphate synthase	KB889596	trehalose-6-phosphate_synthase	199388	199815	189272	190708	cluster-2	t1pks-terpene	149989-225440	8680	Streptomyces scabrisporus DSM 41855	Actinobacteria	0	-1.00	0	225440	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB889596/index.html
Periplasmic serine endoprotease DegP	RAWE01000007	sp_P0C0V0_DEGP_ECOLI	39708	40135	49122	50639	cluster-1	t1pks-nrps	1968-66709	8987	Corallococcus sp. CA043D	Proteobacteria	0	-1.00	0	115385	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWE01000007/index.html
Elongation factor Tu 1	QLLW01000013	sp_P0CE47_EFTU1_ECOLI	60941	61376	56022	57200	cluster-1	t1pks-otherks	40269-92239	3741	Streptomyces sp. PsTaAH-130	Actinobacteria	0	-1.00	1	244718	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLLW01000013/index.html
Transcriptional regulatory protein WalR	NZ_FONR01000015	sp_Q9RDT5_WALR_STAAU	266968	267405	274348	275052	cluster-3	t1pks-otherks	241714-293202	6943	Streptomyces mirabilis	Actinobacteria	0	-1.00	0	299327	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FONR01000015/index.html
