							Rank1	Rank2			
ACJE01000019|EF-Tu|125866|126287|1107431|1108800|cluster-2|t1pks|105833-152922|981144	KV878204|EF-Tu|2436233|2436669|1177707|1179074|cluster-6|t1pks|2416203-2462727|1257159	421	436	51.781473	98.633257	46.85178472	4819	840.5			
FOAZ01000002|PtmP3_FabB-F|558868|559287|613047|614267|cluster-4|butyrolactone-terpene-t1pks-otherks|538865-613404|53760	KB913022|PtmP3_FabB-F|3568105|3568524|4662589|4663809|cluster-1|transatpks-t1pks-nrps|3544312-3594145|1094065	419	419	51.789976	65.270936	13.48095983	4818	3829			
FUEZ01000004|ArgK_OTCase|1855263|1855680|3688682|3689605|cluster-1|t3pks-t1pks|1795745-1881634|1833002	HE971709|ArgK_OTCase|2396186|2396608|2749617|2750645|cluster-2|lantipeptide-t1pks-nrps|2350589-2428901|353009	417	422	51.798561	34.527687	17.27087385	4817	10362.5			
CP012673|AdmT_ACC|8101043|8101483|9758865|9759722|cluster-2|t1pks|8080348-8127664|1657382	CP026304|AdmT_ACC|949664|950102|7366570|7368267|cluster-1|t1pks|924360-975922|6416468	440	438	51.818182	36.842105	14.97607656	4816	9840.5			
CP006567|EF-Tu|9925442|9925853|5363640|5364833|cluster-3|t1pks-nucleoside-nrps|9905430-10151658|4560609	FMHY01000002|EF-Tu|4060308|4060730|4371367|4372554|cluster-2|t1pks-nrps|4003979-4087905|310637	411	422	51.824818	64.231738	12.40692052	4813	3887			
CP031320|EF-Tu|777061|777472|3459248|3460417|cluster-2|t1pks|745560-804709|2681776	CP031455|EF-Tu|2223422|2223847|2171438|2172562|cluster-1|terpene-blactam-t1pks-otherks-nrps|2117531-2290166|50860	411	425	51.824818	58.611825	6.787007675	4813	4839.5			
CP031320|EF-Tu|777061|777472|3459248|3460417|cluster-2|t1pks|745560-804709|2681776	NPKF01000001|EF-Tu|232969|233381|7571851|7573020|cluster-1|nucleoside-nrps-lantipeptide-t1pks-aminocoumarin|188416-280546|7338470	411	412	51.824818	84.061697	32.23687914	4813	2166			
CP007219|GyrB-R|4982188|4982599|6153043|6155094|cluster-2|t1pks|4962089-5006285|1170444	CP007219|GyrB-R|8880292|8880716|6153043|6155094|cluster-2|t1pks|8860283-8907230|2725198	411	424	51.824818	100	48.17518248	4813	396			
CP017780|borI_Thr-tRNA-syn|2289239|2289650|2346600|2348669|cluster-7|t1pks|2131430-2315053|56950	KB235922|borI_Thr-tRNA-syn|5979470|5979876|3212550|3214448|cluster-2|t1pks|5958771-6007287|2765022	411	406	51.824818	40.348331	11.4764866	4813	8334			
JH992893|AdmT_ACC|324249|324687|395501|396412|cluster-3|t1pks-nrps|248697-437096|70814	PDDW01000001|AdmT_ACC|2176063|2176494|1623414|1625159|cluster-1|transatpks-t1pks|2155414-2206489|550904	438	431	51.826484	37.623762	14.20272164	4809.5	9586			
CP016279|EF-Tu|5233706|5234144|7656108|7657280|cluster-1|lantipeptide-t1pks-otherks|5181716-5260313|2421964	NZ_MCGQ01000026|EF-Tu|139415|139870|83603|84775|cluster-1|t1pks-otherks|73689-166306|54640	438	455	51.826484	96.153846	44.32736214	4809.5	907.5			
BA000030|seryl-tRNA_synthetase|2879881|2880290|2795948|2797231|cluster-5|t2pks-t1pks-otherks|2859868-2921516|82650	CP000820|seryl-tRNA_synthetase|3977736|3978156|6991286|6992578|cluster-1|t1pks|3957712-4004374|3013130	409	420	51.833741	65.105386	13.27164559	4807.5	3836.5			
CP022433|EF-Tu|5991703|5992112|987834|989006|cluster-2|t1pks|5971689-6041662|5002697	CP031320|EF-Tu|4192055|4192481|3459248|3460417|cluster-2|t1pks|4172014-4225206|731638	409	426	51.833741	82.307692	30.47395148	4807.5	2629			
CP017599|seryl-tRNA_synthetase|1992885|1993342|3678480|3679763|cluster-1|t1pks|1970439-2019569|1685138	KQ948851|seryl-tRNA_synthetase|497544|497970|127614|128891|cluster-2|t1pks|477413-524051|368653	457	426	51.859956	40.515222	11.34473375	4806	8184			
CP012673|AdmT_ACC|6788698|6789126|9758865|9759722|cluster-3|t1pks-nrps|6768695-6841161|2969739	LT607409|AdmT_ACC|3594758|3595181|3822796|3824505|cluster-1|terpene-t1pks-nrps|3565546-3646673|227615	428	423	51.869159	38.245614	13.62354484	4803.5	9296			
CP012673|AdmT_ACC|6788698|6789126|9758865|9759722|cluster-3|t1pks-nrps|6768695-6841161|2969739	NIBV01000002|AdmT_ACC|2034040|2034472|2086727|2087680|cluster-1|otherks-t1pks-PUFA-nrps|1916710-2095687|52255	428	432	51.869159	49.122807	2.746351861	4803.5	5790			
FRDL01000004|AdmT_ACC|167496|167924|240669|241589|cluster-2|t1pks|147476-199778|72745	PEFS01000001|AdmT_ACC|6884422|6884844|1832660|1834345|cluster-1|lantipeptide-t1pks|6864422-6925319|5050077	428	422	51.869159	37.254902	14.61425692	4803.5	9697			
CP008975|ArgK_OTCase|2654972|2655400|1249786|1250709|cluster-8|t1pks-nrps|2634936-2719213|1404263	HE971709|ArgK_OTCase|742484|742909|2749617|2750645|cluster-1|t1pks-nrps|699548-770346|2006708	428	425	51.869159	41.042345	10.8268136	4803.5	7900.5			
ACXX02000001|AdmT_ACC|515398|515824|31720|32586|cluster-3|t1pks-nrps|493668-559477|482812	CP012673|AdmT_ACC|10267990|10268421|9758865|9759722|cluster-1|t1pks-nrps|10223216-10297866|508268	426	431	51.877934	38.888889	12.98904538	4799	9016.5			
CP017599|seryl-tRNA_synthetase|4791267|4791693|3678480|3679763|cluster-1|t1pks-nrps|4763707-4879149|1111504	FMHW01000002|seryl-tRNA_synthetase|2999440|2999867|79056|80345|cluster-7|t1pks-nrps|2969640-3035108|2919095	426	427	51.877934	34.192037	17.6858968	4799	10438.5			
CP010519|ArgK_OTCase|396625|397051|1178307|1179320|cluster-3|t1pks-butyrolactone-nrps|284628-428617|781256	CP033428|ArgK_OTCase|4815351|4815776|1005232|1006161|cluster-16|t1pks-nrps|4786932-4837149|3809190	426	425	51.877934	39.169139	12.70879481	4799	8880.5			
CP006003|borI_Thr-tRNA-syn|2544284|2544710|5950085|5952013|cluster-2|t1pks-nrps|2496557-2568470|3405375	CP024894|borI_Thr-tRNA-syn|1207926|1208350|4645678|4647714|cluster-2|phosphonate-t1pks|1181633-1240501|3437328	426	424	51.877934	36.915888	14.96204642	4799	9816			
CP006003|borI_Thr-tRNA-syn|3346902|3347328|5950085|5952013|cluster-2|t1pks|3326717-3373721|2602757	KQ976354|borI_Thr-tRNA-syn|9375614|9376035|10374937|10376766|cluster-1|bacteriocin-lantipeptide-t1pks|9355609-9408741|998902	426	421	51.877934	40.498442	11.3794919	4799	8235.5			
CP017599|seryl-tRNA_synthetase|6059811|6060235|3678480|3679763|cluster-3|t1pks|6039773-6101141|2380048	LN831790|seryl-tRNA_synthetase|1231596|1232022|347431|348708|cluster-2|terpene-t1pks|1211564-1331006|882888	424	426	51.886792	36.299766	15.58702664	4792.5	10050			
CP022753|seryl-tRNA_synthetase|572817|573241|516958|518271|cluster-2|butyrolactone-t1pks|512249-609632|54546	PJMO01000001|seryl-tRNA_synthetase|9111927|9112353|7679790|7681067|cluster-1|t1pks|9091909-9155872|1430860	424	426	51.886792	34.324943	17.56184966	4792.5	10392.5			
FMHW01000002|seryl-tRNA_synthetase|1302686|1303110|79056|80345|cluster-1|t1pks-nrps|1275911-1346248|1222341	FMHW01000002|seryl-tRNA_synthetase|2831001|2831428|79056|80345|cluster-6|t1pks-nrps|2791423-2884217|2750656	424	427	51.886792	100	48.11320755	4792.5	396			
LT549889|mupM_Ile-tRNA-syn|5283939|5284363|1713638|1716775|cluster-1|t1pks-nrps|5263922-5323219|3567164	LZKS01000106|mupM_Ile-tRNA-syn|285350|285775|126599|129751|cluster-2|t3pks-t1pks|264187-317376|155599	424	425	51.886792	83.157895	31.27110228	4792.5	2377			
CP006003|borI_Thr-tRNA-syn|6182000|6182424|5950085|5952013|cluster-6|bacteriocin-t1pks-nrps|6161965-6251589|229987	CP011509|borI_Thr-tRNA-syn|2962056|2962480|6396972|6398900|cluster-1|t1pks-nrps|2938641-2992273|3434492	424	424	51.886792	86.137072	34.2502792	4792.5	1680			
CP006003|borI_Thr-tRNA-syn|6182000|6182424|5950085|5952013|cluster-6|bacteriocin-t1pks-nrps|6161965-6251589|229987	KQ976354|borI_Thr-tRNA-syn|9375614|9376035|10374937|10376766|cluster-1|bacteriocin-lantipeptide-t1pks|9355609-9408741|998902	424	421	51.886792	40.498442	11.38835009	4792.5	8235.5			
CP011509|borI_Thr-tRNA-syn|2962056|2962480|6396972|6398900|cluster-1|t1pks-nrps|2938641-2992273|3434492	CP019572|borI_Thr-tRNA-syn|5471491|5471914|2512025|2514136|cluster-1|t1pks|5451390-5496420|2957355	424	423	51.886792	41.277259	10.60953389	4792.5	7822			
CP011509|borI_Thr-tRNA-syn|2962056|2962480|6396972|6398900|cluster-1|t1pks-nrps|2938641-2992273|3434492	KB235922|borI_Thr-tRNA-syn|2416434|2416857|3212550|3214448|cluster-2|transatpks|2396403-2438247|795693	424	423	51.886792	41.433022	10.45377065	4792.5	7735.5			
CP012673|AdmT_ACC|8471817|8472187|9758865|9759722|cluster-1|t1pks-nrps|8451816-8502422|1286678	QTTT01000001|AdmT_ACC|499329|499753|3349202|3350902|cluster-1|t1pks-nrps|466905-529547|2849449	370	424	51.891892	43.157895	8.733997155	4788	7081.5			
CP008977|seryl-tRNA_synthetase|84902|85245|3969307|3970566|cluster-1|t1pks|64902-108570|3884062	CP017599|seryl-tRNA_synthetase|1368180|1368606|3678480|3679763|cluster-1|t1pks-nrps|1332516-1398563|2309874	343	426	51.895044	36.754177	15.14086712	4786	9896.5			
CP008977|seryl-tRNA_synthetase|84902|85245|3969307|3970566|cluster-1|t1pks|64902-108570|3884062	CP017599|seryl-tRNA_synthetase|2538168|2538591|3678480|3679763|cluster-1|t3pks-nrps-t1pks-otherks|2457926-2584792|1139889	343	423	51.895044	36.754177	15.14086712	4786	9896.5			
CP008977|seryl-tRNA_synthetase|84902|85245|3969307|3970566|cluster-1|t1pks|64902-108570|3884062	LMRX01000023|seryl-tRNA_synthetase|1337980|1338405|735500|736756|cluster-1|t1pks-nrps|1317966-1375431|601224	343	425	51.895044	80.668258	28.77321402	4786	2872.5			
CP026304|AdmT_ACC|7827082|7827504|7366570|7368267|cluster-3|t1pks|7807068-7853409|458815	KE150468|AdmT_ACC|44591|45016|1783056|1784753|cluster-1|t1pks|1-100586|1738040	422	425	51.895735	81.415929	29.52019461	4781	2763.5			
CP026304|AdmT_ACC|7827082|7827504|7366570|7368267|cluster-3|t1pks|7807068-7853409|458815	QMEY01000002|AdmT_ACC|455520|455946|310895|312583|cluster-5|phenazine-t1pks-nrps|434989-580664|142937	422	426	51.895735	58.230088	6.334353898	4781	5056			
CP008983|seryl-tRNA_synthetase|1110843|1111265|3969307|3970566|cluster-1|t1pks|1105724-1135637|2858042	MTKC01000003|seryl-tRNA_synthetase|1961493|1961911|4446944|4448221|cluster-1|t2pks-t1pks|1930433-1987817|2485033	422	418	51.895735	37.231504	14.66423102	4781	9714.5			
CP023147|ArgK_OTCase|1194104|1194526|2917421|2918347|cluster-3|t1pks|1174083-1220460|1722895	CSTD01000001|ArgK_OTCase|2152148|2152573|1130093|1131016|cluster-1|t1pks-nrps|2124203-2235276|1021132	422	425	51.895735	87.662338	35.76660307	4781	1469.5			
DD369588|ArgK_OTCase|1125643|1126065|4403520|4404449|cluster-3|t1pks-nrps|1034607-1151902|3277455	HG964937|ArgK_OTCase|594726|595151|1871289|1872215|cluster-1|t1pks|573162-621522|1276138	422	425	51.895735	82.847896	30.95216184	4781	2440			
FMHY01000002|EF-Tu|4060308|4060730|4371367|4372554|cluster-2|t1pks-nrps|4003979-4087905|310637	FNTQ01000001|EF-Tu|1535044|1535468|7942524|7943693|cluster-2|t2pks-t1pks-nrps|1480312-1568757|6407056	422	424	51.895735	70.379747	18.48401224	4781	3525.5			
FMHY01000002|EF-Tu|4060308|4060730|4371367|4372554|cluster-2|t1pks-nrps|4003979-4087905|310637	QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	422	425	51.895735	71.139241	19.24350591	4781	3414			
CP012752|agnB2_Leu-tRNA-syn|5914438|5914858|3637233|3639773|cluster-2|t1pks|5881789-5940680|2274665	RBDX01000002|agnB2_Leu-tRNA-syn|231480|231895|71906|74743|cluster-2|t1pks|211464-257937|156737	420	415	51.904762	43.617021	8.287740628	4776	6879			
CP000820|seryl-tRNA_synthetase|3977736|3978156|6991286|6992578|cluster-1|t1pks|3957712-4004374|3013130	CP016279|seryl-tRNA_synthetase|2338584|2339007|2652840|2654117|cluster-1|siderophore-t1pks-nrps|2196713-2380559|313833	420	423	51.904762	66.744186	14.83942414	4776	3741			
CP031455|ArgK_OTCase|8326381|8326801|7288095|7289096|cluster-3|t1pks|8306343-8420601|1037285	HG964937|ArgK_OTCase|594726|595151|1871289|1872215|cluster-1|t1pks|573162-621522|1276138	420	425	51.904762	39.039039	12.86572287	4776	8953			
ARVW01000001|AdmT_ACC|3061069|3061485|8487129|8488811|cluster-1|t1pks|3040968-3087147|5425644	RBXO01000001|AdmT_ACC|4668355|4668776|3565480|3567510|cluster-4|t1pks|4648320-4729705|1100845	416	421	51.923077	24.821429	27.10164835	4771.5	11101.5			
HE971709|ArgK_OTCase|2801166|2801582|2749617|2750645|cluster-2|t2pks-t1pks|2749113-2852588|50521	PKFQ01000001|ArgK_OTCase|1258706|1259131|5484776|5485777|cluster-1|t3pks-t1pks|1207877-1284647|4225645	416	425	51.923077	77.192982	25.26990553	4771.5	3148.5			
CP006567|EF-Tu|2202909|2203325|5363640|5364833|cluster-1|t1pks-nrps|2182193-2235182|3160315	RBIY01000001|EF-Tu|8608507|8608922|7911180|7912370|cluster-2|t1pks|8588413-8634865|696137	416	415	51.923077	62.216625	10.29354776	4771.5	4092.5			
CP006567|EF-Tu|9246916|9247332|5363640|5364833|cluster-1|t1pks-siderophore|9207854-9280685|3882083	CP031320|EF-Tu|777061|777472|3459248|3460417|cluster-2|t1pks|745560-804709|2681776	416	411	51.923077	58.438287	6.515210231	4771.5	4957.5			
CP022433|EF-Tu|6890147|6890563|987834|989006|cluster-24|t1pks|6870126-6960096|5901141	CP031320|EF-Tu|4192055|4192481|3459248|3460417|cluster-2|t1pks|4172014-4225206|731638	416	426	51.923077	82.307692	30.38461538	4771.5	2629			
CP022433|EF-Tu|6890147|6890563|987834|989006|cluster-24|t1pks|6870126-6960096|5901141	FMHY01000002|EF-Tu|3873085|3873509|4371367|4372554|cluster-1|t1pks-nrps|3823515-3901400|497858	416	424	51.923077	70.25641	18.33333333	4771.5	3540.5			
CP004886|mupM_Ile-tRNA-syn|3247241|3247526|1738910|1741480|cluster-1|t1pks-nrps|3245518-3316209|1505761	LT906483|mupM_Ile-tRNA-syn|2363364|2363779|2105601|2108750|cluster-2|t1pks-nrps|2326704-2394935|254614	285	415	51.929825	75.584112	23.65428759	4768	3173			
CP012673|AdmT_ACC|5061882|5062296|9758865|9759722|cluster-1|t1pks-nrps|5041175-5138765|4696569	CP012673|AdmT_ACC|7820949|7821376|9758865|9759722|cluster-1|t1pks|7800933-7848894|1937489	414	427	51.932367	100	48.06763285	4766	396			
CP012673|AdmT_ACC|5061882|5062296|9758865|9759722|cluster-1|t1pks-nrps|5041175-5138765|4696569	CP026304|AdmT_ACC|6927042|6927467|7366570|7368267|cluster-3|t1pks|6886644-6956723|439103	414	425	51.932367	36.842105	15.09026189	4766	9840.5			
OAOJ01000001|seryl-tRNA_synthetase|410012|410426|2696209|2697495|cluster-3|t1pks|389915-433955|2285783	RBXC01000002|seryl-tRNA_synthetase|119324|119749|187777|189054|cluster-1|t2pks-t1pks-butyrolactone-nrps|1-150262|68028	414	425	51.932367	59.579439	7.647072103	4766	4691.5			
FNTD01000004|seryl-tRNA_synthetase|6926263|6926675|6076093|6077370|cluster-3|transatpks-t1pks-nrps|6903276-6955834|848893	PJMO01000001|seryl-tRNA_synthetase|8116934|8117351|7679790|7681067|cluster-2|t1pks-siderophore|8088819-8158352|435867	412	417	51.941748	91.294118	39.35237007	4764	1123.5			
GG657752|seryl-tRNA_synthetase|176152|176481|114241|115518|cluster-2|butyrolactone-t1pks-melanin-nrps|86795-366789|60634	LN831790|seryl-tRNA_synthetase|7376012|7376441|347431|348708|cluster-3|t1pks|7355977-7439461|7027304	329	429	51.975684	58.823529	6.847845521	4763	4802			
CP032402|AdmT_ACC|2236024|2236453|5212381|5214063|cluster-1|t1pks|2215911-2260035|2975928	QTTT01000001|AdmT_ACC|4477833|4478258|3349202|3350902|cluster-1|t1pks-nrps|4457819-4507049|1126931	429	425	51.981352	55	3.018648019	4761	5305.5			
CP012109|borI_Thr-tRNA-syn|5282768|5283197|4230116|4232044|cluster-2|t1pks-nrps|5262755-5336321|1050724	CP017780|borI_Thr-tRNA-syn|2085076|2085503|2346600|2348669|cluster-6|t1pks-nrps|2058154-2119164|261097	429	427	51.981352	39.875389	12.10596257	4761	8533			
CP012109|borI_Thr-tRNA-syn|5282768|5283197|4230116|4232044|cluster-2|t1pks-nrps|5262755-5336321|1050724	CP022522|borI_Thr-tRNA-syn|165111|165539|2199785|2201695|cluster-1|t1pks-nrps|136558-213106|2034246	429	428	51.981352	45.638629	6.342722698	4761	6224			
CP017599|seryl-tRNA_synthetase|7451816|7452243|3678480|3679763|cluster-1|t1pks-nrps|7422701-7509924|3772053	GV586860|seryl-tRNA_synthetase|549750|550176|2795949|2797232|cluster-3|t1pks|478846-587017|2245773	427	426	51.990632	42.154567	9.836065574	4756	7487			
CP017599|seryl-tRNA_synthetase|7451816|7452243|3678480|3679763|cluster-1|t1pks-nrps|7422701-7509924|3772053	PJMO01000001|seryl-tRNA_synthetase|879485|879909|7679790|7681067|cluster-2|t1pks-nrps|857633-913212|6799881	427	424	51.990632	42.388759	9.601873536	4756	7351.5			
CP017599|seryl-tRNA_synthetase|7451816|7452243|3678480|3679763|cluster-1|t1pks-nrps|7422701-7509924|3772053	RBXC01000002|seryl-tRNA_synthetase|119324|119749|187777|189054|cluster-1|t2pks-t1pks-butyrolactone-nrps|1-150262|68028	427	425	51.990632	45.667447	6.323185012	4756	6215.5			
FMHW01000002|seryl-tRNA_synthetase|2831001|2831428|79056|80345|cluster-6|t1pks-nrps|2791423-2884217|2750656	FMHW01000002|seryl-tRNA_synthetase|681542|681962|79056|80345|cluster-3|t1pks-nrps|660805-712522|601197	427	420	51.990632	100	48.00936768	4756	396			
CP012109|borI_Thr-tRNA-syn|2871888|2872315|4230116|4232044|cluster-1|t1pks-nrps|2771375-2902802|1357801	KB235922|borI_Thr-tRNA-syn|958713|959134|3212550|3214448|cluster-1|t1pks|938699-986330|2253416	427	421	51.990632	41.588785	10.40184727	4756	7670.5			
CP012109|borI_Thr-tRNA-syn|3190678|3191105|4230116|4232044|cluster-3|t1pks-nrps|3129770-3216154|1039011	KB235922|borI_Thr-tRNA-syn|5979470|5979876|3212550|3214448|cluster-2|t1pks|5958771-6007287|2765022	427	406	51.990632	41.588785	10.40184727	4756	7670.5			
CP017780|borI_Thr-tRNA-syn|2085076|2085503|2346600|2348669|cluster-6|t1pks-nrps|2058154-2119164|261097	KQ976354|borI_Thr-tRNA-syn|10317578|10318005|10374937|10376766|cluster-1|t1pks-nrps|10246503-10382237|56932	427	427	51.990632	39.332366	12.65826657	4756	8748			
RBXO01000001|AdmT_ACC|4379516|4379941|3565480|3567510|cluster-1|nrps-t1pks-otherks|4358436-4416477|812006	UGRU01000001|AdmT_ACC|456770|457203|2937656|2939332|cluster-2|t1pks|436625-482000|2480453	425	433	52	19.526627	32.47337278	4748.5	11243			
CP000580|SalI_beta_proteasome|2986267|2986692|3295928|3296752|cluster-1|t1pks-nrps|2952303-3010907|309236	CP002047|SalI_beta_proteasome|2722473|2722881|3009209|3010054|cluster-3|t1pks|2625076-2747000|286328	425	408	52	45.985401	6.01459854	4748.5	6144.5			
LZKL01000111|mupM_Ile-tRNA-syn|123365|123790|14348|17491|cluster-2|t1pks-nrps|103348-139816|105874	RBXO01000001|mupM_Ile-tRNA-syn|3463644|3464067|3514331|3517462|cluster-3|terpene-t1pks|3299093-3514955|50264	425	423	52	39.82808	12.17191977	4748.5	8560			
CP000479|ArgK_OTCase|1748115|1748540|3194867|3195796|cluster-1|t1pks-nrps|1718145-1777594|1446327	HG964446|ArgK_OTCase|2302775|2303198|3032965|3033891|cluster-1|nrps-t1pks-otherks|2237850-2327429|729767	425	423	52	79.935275	27.93527508	4748.5	2955.5			
CP033428|ArgK_OTCase|4815351|4815776|1005232|1006161|cluster-16|t1pks-nrps|4786932-4837149|3809190	HG964446|ArgK_OTCase|2302775|2303198|3032965|3033891|cluster-1|nrps-t1pks-otherks|2237850-2327429|729767	425	423	52	79.935275	27.93527508	4748.5	2955.5			
CSTD01000001|ArgK_OTCase|2152148|2152573|1130093|1131016|cluster-1|t1pks-nrps|2124203-2235276|1021132	NZ_UPHU01000001|ArgK_OTCase|2000132|2000555|2927806|2928732|cluster-4|t1pks-nrps|1925789-2025593|927251	425	423	52	86.644951	34.64495114	4748.5	1606.5			
BBOM01000011|EF-Tu|632616|633041|519094|520269|cluster-4|t1pks|612598-683346|112347	CP031320|EF-Tu|4192055|4192481|3459248|3460417|cluster-2|t1pks|4172014-4225206|731638	425	426	52	83.887468	31.88746803	4748.5	2220.5			
CP003600|GyrB-R|2948400|2948825|2695020|2696957|cluster-4|t1pks-nrps|2927440-2979674|251443	CP022088|GyrB-R|2830527|2830945|359473|361446|cluster-1|t1pks-nrps|2793337-2860702|2469081	425	418	52	51.007752	0.992248062	4748.5	5665			
CP010849|seryl-tRNA_synthetase|749451|749874|204424|205701|cluster-3|bacteriocin-transatpks-t1pks-nrps|729418-964528|543750	CP017599|seryl-tRNA_synthetase|1368180|1368606|3678480|3679763|cluster-1|t1pks-nrps|1332516-1398563|2309874	423	426	52.009456	42.352941	9.656515088	4740.5	7383.5			
CP016077|SalI_beta_proteasome|4168110|4168533|4464426|4465223|cluster-3|bacteriocin-t1pks-nrps|4148104-4230459|295893	MWKY01000001|SalI_beta_proteasome|1875984|1876398|493636|494502|cluster-1|t1pks-nrps|1855279-1915551|1381482	423	414	52.009456	46.792453	5.217003435	4740.5	6071.5			
CCBB010000002|mupM_Ile-tRNA-syn|124348|124771|312904|316041|cluster-2|t1pks|104337-149856|188133	CP015596|mupM_Ile-tRNA-syn|207840|208265|3635588|3638725|cluster-1|t1pks-nrps|177987-237295|3427323	423	425	52.009456	87.368421	35.35896479	4740.5	1501.5			
CP023149|ArgK_OTCase|225392|225815|3217736|3218662|cluster-1|t1pks|205271-250592|2991921	HE971709|ArgK_OTCase|742484|742909|2749617|2750645|cluster-1|t1pks-nrps|699548-770346|2006708	423	425	52.009456	42.207792	9.801664057	4740.5	7452.5			
CTEC01000002|ArgK_OTCase|1859241|1859664|148142|149071|cluster-1|t1pks|1839221-1886378|1710170	KK322558|ArgK_OTCase|2913169|2913592|2470632|2471555|cluster-1|t1pks-nrps|2893066-2987575|441614	423	423	52.009456	84.789644	32.78018775	4740.5	1958.5			
KK322558|ArgK_OTCase|2913169|2913592|2470632|2471555|cluster-1|t1pks-nrps|2893066-2987575|441614	PKFQ01000001|ArgK_OTCase|5431888|5432314|5484776|5485777|cluster-1|t1pks-nrps|5384086-5490116|52462	423	426	52.009456	39.739414	12.27004258	4740.5	8596.5			
MVGR01000005|ArgK_OTCase|1287868|1288291|153068|153994|cluster-1|t1pks|1267861-1311301|1133874	MWKY01000001|ArgK_OTCase|1887209|1887634|6424524|6425450|cluster-1|t1pks-nrps|1855279-1915551|4536890	423	425	52.009456	46.753247	5.256209512	4740.5	6077.5			
CP011509|borI_Thr-tRNA-syn|6555196|6555619|6396972|6398900|cluster-27|microviridin-nrps-t1pks-phenazine|6523679-6585803|156296	CP012109|borI_Thr-tRNA-syn|3953523|3953950|4230116|4232044|cluster-1|t1pks-nrps|3929723-4013404|276166	423	427	52.009456	85.981308	33.97185215	4740.5	1763			
KB903985|AdmT_ACC|211489|211910|301706|303391|cluster-2|t1pks-nrps|185167-245186|89796	KE150468|AdmT_ACC|44591|45016|1783056|1784753|cluster-1|t1pks|1-100586|1738040	421	425	52.019002	59.714795	7.695792634	4734.5	4629			
QMEY01000002|AdmT_ACC|186636|187057|310895|312583|cluster-3|thiopeptide-t1pks-nrps|162881-229733|123838	UGRU01000001|AdmT_ACC|5101408|5101836|2937656|2939332|cluster-1|t1pks-nrps|5041459-5132948|2162076	421	428	52.019002	57.295374	5.27637129	4734.5	5130			
CP010519|ArgK_OTCase|6454336|6454757|1178307|1179320|cluster-1|t1pks|6434045-6479036|5275016	CSTD01000001|ArgK_OTCase|2152148|2152573|1130093|1131016|cluster-1|t1pks-nrps|2124203-2235276|1021132	421	425	52.019002	37.68546	14.33354243	4734.5	9544			
CP031455|EF-Tu|1125428|1125849|2171438|2172562|cluster-7|t1pks-terpene|1053659-1153017|1045589	LSRI01000011|EF-Tu|435571|435996|380474|381664|cluster-3|nrps-t1pks-ladderane|369586-460217|53907	421	425	52.019002	46.791444	5.227558525	4734.5	6074.5			
AP018410|mupM_Ile-tRNA-syn|901486|901857|2577838|2581038|cluster-1|t1pks|881474-925250|1675981	LT906483|mupM_Ile-tRNA-syn|2363364|2363779|2105601|2108750|cluster-2|t1pks-nrps|2326704-2394935|254614	371	415	52.021563	81.332083	29.31051921	4732	2772			
FOAZ01000002|PtmP3_FabB-F|558868|559287|613047|614267|cluster-4|butyrolactone-terpene-t1pks-otherks|538865-613404|53760	FQ859185|PtmP3_FabB-F|52899|53321|6195903|6197126|cluster-2|t1pks-lassopeptide|32796-99728|6142582	419	422	52.02864	62.807882	10.77924216	4730	4013.5			
CP006567|EF-Tu|11151141|11151560|5363640|5364833|cluster-3|t1pks-nrps|11126402-11244528|5786308	CP031320|EF-Tu|777061|777472|3459248|3460417|cluster-2|t1pks|745560-804709|2681776	419	411	52.02864	58.438287	6.409647536	4730	4957.5			
CP006003|borI_Thr-tRNA-syn|1855914|1856333|5950085|5952013|cluster-3|t1pks-nrps|1835907-1887073|4093752	CP011509|borI_Thr-tRNA-syn|5517506|5517934|6396972|6398900|cluster-1|t1pks-nrps|5425956-5570224|879038	419	428	52.02864	86.137072	34.10843203	4730	1680			
CP001958|Ind0_Trp-tRNA-syn|2473451|2473868|2880114|2881133|cluster-1|t1pks-nrps|2446362-2508825|406246	FMIB01000002|Ind0_Trp-tRNA-syn|1665418|1665843|4503976|4505034|cluster-1|t1pks-nrps|1620544-1688299|2838133	417	425	52.038369	33.628319	18.41005072	4728	10540.5			
LT906483|mupM_Ile-tRNA-syn|2363364|2363779|2105601|2108750|cluster-2|t1pks-nrps|2326704-2394935|254614	UGQT01000001|mupM_Ile-tRNA-syn|1411038|1411463|247692|250838|cluster-1|t1pks|1391025-1436466|1160200	415	425	52.048193	82.554814	30.50662134	4727	2564			
CP017248|GriR_DnaN|6304068|6304481|120498|121538|cluster-2|melanin-aminocoumarin-t1pks-nrps|6254741-6388081|6182530	MTBP01000001|GriR_DnaN|445739|446167|792451|793596|cluster-1|t1pks|425624-472076|346284	413	428	52.058111	39.306358	12.751753	4726	8779			
CP007219|GyrB-R|4982188|4982599|6153043|6155094|cluster-2|t1pks|4962089-5006285|1170444	CP015163|GyrB-R|8064165|8064588|7988557|7990614|cluster-2|t1pks-nrps|8044127-8148790|73551	411	423	52.068127	89.019034	36.95090715	4725	1343.5			
