target_name	gbid	score_final	antismashfile	cluster_num	cluster_type	homologs	homologs_list	pident_list	redundant	redundant_list	ks_start	ks_end	gene_name	target_start	target_end	cluster_coord	species	phyla	d	score_distance	count	score_target_frequency	score	score_coevolution	copynum	complete	score_copy	score_homologs	positive	pos_homolog	pos_redundant
Elongation factor Tu	JQJV01000052	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQJV01000052/index.html	cluster-2	t1pks-nrps	-1	[]	[]	-1	[]	45079	45123	42709	43878	ctg1_48	37918-99812	Streptomyces mirabilis	Actinobacteria	1201	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	MQUS01000004	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MQUS01000004/index.html	cluster-2	t1pks-otherks	-1	[]	[]	-1	[]	324317	324361	319825	321000	AV521_09925	278490-330274	Streptomyces sp. IMTB 2501	Actinobacteria	3317	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	MTKC01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTKC01000001_240108_546453/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	377845	377889	382436	383614	ctg1_130	368089-420392	Streptomyces griseofuscus	Actinobacteria	4547	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	BCFL01000028	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCFL01000028/index.html	cluster-2	t1pks-otherks	-1	[]	[]	-1	[]	231176	231220	228631	229800	ctg1_224	185484-237241	Streptomyces hyaluromycini	Actinobacteria	1376	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	LBMU02000085	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LBMU02000085/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	77480	77522	79777	80952	ctg1_81	71663-101736	Streptomyces humi	Actinobacteria	2255	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	LGDV01000251	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGDV01000251/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	66856	66900	69757	70932	ADK64_39035	58135-109967	Streptomyces sp. MMG1121	Actinobacteria	2857	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	JNXR01000047	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JNXR01000047/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	46119	46163	50823	52004	ctg1_60	41140-72205	Streptomyces durhamensis	Actinobacteria	4660	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	FMDH01000023	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMDH01000023/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	19328	19372	14571	15749	GA0115258_10267	1-25428	Streptomyces sp. LamerLS-31b	Actinobacteria	3579	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	MCGQ01000026	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MCGQ01000026/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	80050	80094	83603	84775	BEK98_28010	73689-166306	Streptomyces diastatochromogenes	Actinobacteria	3509	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	JOFU01000027	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOFU01000027/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	52170	52214	47413	48591	ctg1_38	10992-62938	Streptomyces griseofuscus	Actinobacteria	3579	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	LWRP01000113	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWRP01000113/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	21684	21728	25283	26488	A6P39_23085	14059-65591	Streptomyces sp. FXJ1.172	Actinobacteria	3555	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_LIWA01000004	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LIWA01000004/index.html	cluster-5	t1pks-otherks	-1	[]	[]	-1	[]	732832	732876	729126	730298	AMK32_RS22255	688615-739979	Streptomyces sp. CB01883	Actinobacteria	2534	20	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_JNXR01000047	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JNXR01000047/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	46119	46163	50823	52004	IO33_RS0140365	41140-72205	Streptomyces durhamensis	Actinobacteria	4660	20	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_MLYO01000014	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLYO01000014/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	70743	70787	66420	67598	BIV23_RS07540	26491-78296	Streptomyces sp. MUSC 1	Actinobacteria	3145	20	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_MLYN01000089	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLYN01000089/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	68450	68494	64126	65304	BIV25_RS42525	23689-76178	Streptomyces sp. MUSC 14	Actinobacteria	3146	20	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_MCGQ01000026	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MCGQ01000026/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	80050	80094	83603	84775	BEK98_RS28660	73689-166306	Streptomyces diastatochromogenes	Actinobacteria	3509	20	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_KQ948231	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KQ948231/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	42787	42831	39523	40695	AQI95_RS39965	1138-53117	Streptomyces yokosukanensis	Actinobacteria	2092	20	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_JQJV01000052	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JQJV01000052/index.html	cluster-2	t1pks-nrps	-1	[]	[]	-1	[]	45079	45123	42709	43878	EW60_RS14125	37918-99812	Streptomyces mirabilis	Actinobacteria	1201	20	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Elongation factor Tu	NZ_KQ948036	10	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KQ948036/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	59143	59187	67408	68580	AQI88_RS31700	56655-108691	Streptomyces cellostaticus	Actinobacteria	8221	10	0	0	-1	0	0	FALSE	0	0	FALSE	FALSE	FALSE
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	GV586860	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/GV586860/index.html	cluster-16	t2pks-t1pks-otherks	0	[]	[]	2	[u'BA000030']	2879882	2880291	2878683	2879894	ctg1_2476	2859869-2921517	Unknown	None	12	20	4	10	7.827658576	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	BA000030	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BA000030_2633292_3051504/index.html	cluster-5	t2pks-t1pks-otherks	0	[]	[]	2	[u'GV586860']	2879881	2880290	2878682	2879893	ctg1_207	2859868-2921516	Streptomyces avermitilis MA-4680 = NBRC 14893	Actinobacteria	12	20	4	10	9.338190291	20	1	TRUE	0	0	FALSE	FALSE	FALSE
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	CP022685	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022685_7617040_8009875/index.html	cluster-2	ladderane-t1pks-nrps	0	[]	[]	1	[]	7842602	7842959	7841040	7842323	ctg1_202	7792907-7887189	Streptomyces formicae	Actinobacteria	279	20	4	10	5.587070732	20	1	TRUE	0	0	FALSE	FALSE	FALSE
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	ALNP01000027	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ALNP01000027/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	21482	21793	19143	20345	ctg1_19	1-56377	Streptomyces sp. AA0539	Actinobacteria	1137	20	4	10	12.23311897	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	JXDG01000003	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JXDG01000003/index.html	cluster-1	transatpks-otherks-nrps	-1	[]	[]	-1	[]	331023	331246	336894	338084	UCMB321_0380	264229-352095	Pseudomonas batumici	Proteobacteria	5648	10	0	0	-1	0	1	FALSE	5	0	TRUE	FALSE	FALSE
Gyrase B	LZJS01000133	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJS01000133/index.html	cluster-1	t1pks	2	"[u'LZIX01000058', u'LZKU01000124']"	"[82.897862, 88.944724]"	4	"[u'LZJZ01000015', u'LZKI01000115', u'MVHW01000011']"	107326	107724	101018	103051	A5685_09710	87324-133608	Mycobacterium colombiense	Actinobacteria	4275	20	19	10	6.129222329	20	1	FALSE	5	10	FALSE	FALSE	FALSE
Gyrase B	LZKU01000124	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKU01000124/index.html	cluster-1	t1pks-nrps	5	"[u'LZIX01000058', u'LZJS01000133', u'LZJZ01000015', u'LZKI01000115', u'MVHW01000011']"	"[87.410926, 88.944724, 89.23445, 89.598109, 89.125296]"	1	[]	19662	20085	13446	15479	A5625_01770	1-47260	Mycobacterium sp. 1465703.0	Actinobacteria	4183	20	19	10	5.601218253	20	1	FALSE	5	10	FALSE	FALSE	FALSE
Gyrase B	LZIX01000058	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIX01000058/index.html	cluster-1	t1pks	3	"[u'LZJS01000133', u'LZKU01000124', u'MVHW01000011']"	"[82.897862, 87.410926, 89.786223]"	3	"[u'LZJZ01000015', u'LZKI01000115']"	24956	25377	18627	20660	A5704_11995	4947-30365	Mycobacterium sp. E735	Actinobacteria	4296	20	19	10	5.396498083	20	1	FALSE	5	10	FALSE	FALSE	FALSE
Gyrase B	LZKI01000115	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKI01000115/index.html	cluster-1	t1pks	1	[u'LZKU01000124']	[89.598109]	5	"[u'LZIX01000058', u'LZJS01000133', u'LZJZ01000015', u'MVHW01000011']"	20369	20792	14207	16240	A5708_02550	336-46794	Mycobacterium colombiense	Actinobacteria	4129	20	19	10	4.965998353	20	1	FALSE	5	10	FALSE	FALSE	FALSE
Gyrase B	LZJZ01000015	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJZ01000015/index.html	cluster-1	t1pks-nrps	1	[u'LZKU01000124']	[89.23445]	5	"[u'LZIX01000058', u'LZJS01000133', u'LZKI01000115', u'MVHW01000011']"	66049	66467	59655	61688	A5678_19435	46049-98643	Mycobacterium sp. E2733	Actinobacteria	4361	20	19	10	5.133610716	20	1	FALSE	5	10	FALSE	FALSE	FALSE
Gyrase B	MVHW01000011	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHW01000011/index.html	cluster-1	t1pks	2	"[u'LZIX01000058', u'LZKU01000124']"	"[89.786223, 89.125296]"	4	"[u'LZJS01000133', u'LZJZ01000015', u'LZKI01000115']"	20635	21058	14178	16211	BST30_12060	622-47020	Mycobacterium mantenii	Actinobacteria	4424	20	19	10	4.989871305	20	1	FALSE	5	10	FALSE	FALSE	FALSE
Gyrase B	MPMZ01000016	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MPMZ01000016/index.html	cluster-1	t1pks	0	[]	[]	1	[]	22597	23025	20313	22181	ctg1_29	2570-50078	Nitrospira sp. bin75 (sponge metagenome)	Nitrospirae	416	20	19	10	6.140255448	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Gyrase B	NQJM01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NQJM01000001_3204582_3518107/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	3366838	3367253	3374212	3376107	ctg1_153	3327944-3382772	Erwinia amylovora	Proteobacteria	6959	10	19	10	3.149392779	20	2	FALSE	10	0	FALSE	FALSE	FALSE
Gyrase B	CP020892	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020892_0_173556/index.html	cluster-1	t1pks	0	[]	[]	1	[]	17497	17916	9172	11589	ctg1_9	1-43577	Pseudomonas sp. M30-35	Proteobacteria	5908	10	19	10	9.077071724	20	2	TRUE	10	0	FALSE	FALSE	FALSE
Gyrase B	LGJF01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGJF01000001_890531_1550389/index.html	cluster-2	transatpks-nrps	0	[]	[]	2	[u'PXZM01000036']	1291326	1291748	1283317	1285287	ctg1_413	1270650-1330960	Bacillus sp. FJAT-27238	Firmicutes	6039	10	19	10	5.363236748	20	2	FALSE	10	0	FALSE	FALSE	FALSE
Gyrase B	CP007219	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP007219_5980766_6324224/index.html	cluster-2	t1pks-arylpolyene	0	[]	[]	1	[]	6147497	6147919	6153043	6155094	ctg1_152	6107574-6194452	Amycolatopsis lurida NRRL 2430	Actinobacteria	5124	10	19	10	6.825837952	20	2	TRUE	10	0	FALSE	FALSE	FALSE
Gyrase B	FNPF01000009	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNPF01000009/index.html	cluster-1	t1pks	0	[]	[]	1	[]	44761	45189	34924	36882	SAMN05444340_10933	24737-76762	Citreimonas salinaria	Proteobacteria	7879	10	19	10	4.790674152	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Gyrase B	PXZM01000036	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PXZM01000036/index.html	cluster-1	transatpks-nrps	0	[]	[]	2	[u'LGJF01000001']	85389	85811	77411	79381	C7R93_21120	64713-125032	Brevibacillus sp. NRRL NRS-1210	Firmicutes	6008	10	19	10	4.666721381	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Gyrase B	MGYA01000040	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGYA01000040/index.html	cluster-1	t1pks	0	[]	[]	1	[]	10297	10721	1640	4069	A3F13_05200	1-29475	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_19 (subsurface metagenome)	Proteobacteria	6228	10	19	10	6.513516064	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Gyrase B	AUHU01000008	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUHU01000008/index.html	cluster-1	t1pks	0	[]	[]	1	[]	144119	144547	134485	136905	ctg1_100	124110-170493	Marinimicrobium agarilyticum DSM 16975	Proteobacteria	7214	10	19	10	9.873745727	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Gyrase B	KL570843	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL570843/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	34561	34989	23320	25377	ctg1_21	14551-72788	Goodfellowiella coeruleoviolacea	Actinobacteria	9184	10	19	10	7.847681004	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Gyrase B	NBMB01000023	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NBMB01000023/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	32497	32923	30434	32284	B6244_07535	12463-60655	Candidatus Cloacimonetes bacterium 4572_55 (marine sediment metagenome)	Candidatus Cloacimonetes	213	20	19	10	14.2365613	10	0	FALSE	0	0	FALSE	FALSE	FALSE
Gyrase B	CP003943	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003943_2982153_3289988/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	3128886	3129296	3117750	3119687	ctg1_118	3104001-3167337	Calothrix sp. PCC 7507	Cyanobacteria	9199	10	19	10	7.794947946	20	1	TRUE	0	0	FALSE	FALSE	FALSE
Gyrase B	DINI01000028	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DINI01000028/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	13667	14090	3363	5228	ctg1_6	1-39718	Flavobacteriaceae bacterium UBA5544 (wastewater metagenome)	Bacteroidetes	8439	10	19	10	8.0605296	20	0	FALSE	0	0	FALSE	FALSE	FALSE
Gyrase B	CDLW01000001	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_2475557_2776834/index.html	cluster-1	t1pks	-1	[]	[]	-1	[]	2618947	2619181	2611392	2613920	ctg1_105	2605518-2648283	Ralstonia solanacearum	Proteobacteria	5027	10	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
Gyrase B	CP022088	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022088_221439_588841/index.html	cluster-1	t1pks	-1	[]	[]	-1	[]	371379	371442	359473	361446	ctg1_129	351619-396181	Nocardia brasiliensis	Actinobacteria	9933	10	0	0	-1	0	2	TRUE	10	0	FALSE	FALSE	FALSE
Gyrase B	CAPD01000006	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CAPD01000006/index.html	cluster-1	t1pks-nrps	-1	[]	[]	-1	[]	44880	45111	36348	38243	BN439_0644	29437-84514	Erwinia amylovora Ea644	Proteobacteria	6637	10	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	FN689524	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FN689524/index.html	cluster-1	nrps-transatpks-otherks	0	[]	[]	1	[]	21295	21726	16377	19523	tmlM	1265-97600	Pseudoalteromonas sp. SANK 73390	Proteobacteria	1772	20	48	0	8.862652942	20	1	FALSE	5	0	TRUE	FALSE	FALSE
Isoleucyl tRNA synthetase	JPRX01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPRX01000001_964894_1328330/index.html	cluster-1	hserlactone-transatpks-otherks	0	[]	[]	2	[u'CP025542']	1126232	1126663	1122028	1125120	ctg1_142	1085078-1198411	Pseudomonas sp. BRG-100	Proteobacteria	1112	20	48	0	4.127110847	20	1	FALSE	5	0	TRUE	FALSE	FALSE
Isoleucyl tRNA synthetase	CSTD01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CSTD01000001_958965_1515846/index.html	cluster-3	t1pks-nrps	1	[u'LQPO01000034']	[89.786223]	10	"[u'LQPJ01000002', u'LQPL01000015', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	1364568	1364989	1356957	1360097	ctg1_310	1344560-1399261	Mycobacterium bohemicum DSM 44277	Actinobacteria	4471	20	48	0	14.2924613	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	AUSV01000137	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUSV01000137/index.html	cluster-1	transatpks-otherks-nrps	0	[]	[]	1	[]	95840	96267	89665	92811	PL2TA16_02082	561-99843	Pseudoalteromonas luteoviolacea 2ta16	Proteobacteria	3029	20	48	0	6.358447429	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZIC01000115	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIC01000115/index.html	cluster-1	t1pks	1	[u'LQPO01000034']	[89.903846]	10	"[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	64096	64517	56693	59842	A5787_10135	44088-72381	Mycobacterium sp. 852002-50816_SCH5313054-b	Actinobacteria	4254	20	48	0	14.4223159	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	MBEU01000014	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBEU01000014/index.html	cluster-1	t1pks	2	"[u'FUEZ01000004', u'LT968775']"	"[80.805687, 80.56872]"	1	[]	97498	97922	91349	94498	A5747_08060	77477-101487	Mycobacterium sp. IS-836	Actinobacteria	3000	20	48	0	13.66169961	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LQPL01000015	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPL01000015/index.html	cluster-2	t1pks-nrps	1	[u'LQPO01000034']	[89.548694]	10	"[u'CSTD01000001', u'LQPJ01000002', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	90798	91219	83441	86569	AWB88_12255	70790-128551	Mycobacterium paraense	Actinobacteria	4229	20	48	0	14.56680127	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZLF01000227	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLF01000227/index.html	cluster-1	t1pks-nrps	8	"[u'HG964936', u'LQPQ01000178', u'LZKQ01000051', u'LZKS01000106', u'LZLM01000005', u'LZLS01000103', u'LZMH01000031', u'MAEM01000259']"	"[81.839623, 84.24821, 82.100239, 81.132075, 81.622912, 83.054893, 81.861575, 80.668258]"	1	[]	24758	25177	16678	19830	A9W94_20150	2829-35308	Mycobacterium asiaticum	Actinobacteria	4928	20	48	0	15.66180827	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	MAEM01000259	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAEM01000259/index.html	cluster-1	t1pks-nrps	9	"[u'HG964936', u'LQPQ01000178', u'LZKQ01000051', u'LZKS01000106', u'LZLF01000227', u'LZLM01000005', u'LZLS01000103', u'LZMH01000031', u'NCXP01000025']"	"[84.198113, 85.202864, 83.293556, 83.254717, 80.668258, 83.018868, 87.290168, 82.54717, 80.660377]"	1	[]	65553	65977	57507	60638	A9W98_18960	43629-75221	Mycobacterium gordonae	Actinobacteria	4915	20	48	0	14.76439309	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZMH01000031	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZMH01000031/index.html	cluster-1	t1pks-nrps	5	"[u'LQPQ01000178', u'LZLF01000227', u'LZLS01000103', u'MAEM01000259', u'NCXP01000025']"	"[85.680191, 81.861575, 84.172662, 82.54717, 80.188679]"	5	"[u'HG964936', u'LZKQ01000051', u'LZKS01000106', u'LZLM01000005']"	9512	9936	3226	6369	A5645_08340	1-52562	Mycobacterium asiaticum	Actinobacteria	3143	20	48	0	14.92091709	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LT968775	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT968775_1129547_1834602/index.html	cluster-4	t1pks-nrps	1	[u'MBEU01000014']	[80.56872]	1	[]	1733467	1733889	1727494	1730658	ctg1_528	1713459-1810538	Mycobacterium sp. 4858	Actinobacteria	2809	20	48	0	15.79138052	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	RCCW01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RCCW01000001_4334878_4697781/index.html	cluster-1	hserlactone-nrps-transatpks-otherks	0	[]	[]	2	[u'PHSU01000014']	4496106	4496537	4492064	4495117	ctg1_149	4455082-4697781	Pseudomonas asplenii	Proteobacteria	989	20	48	0	3.193159306	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LQPO01000034	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPO01000034/index.html	cluster-1	t1pks-nrps	3	"[u'CSTD01000001', u'LQPL01000015', u'LZIC01000115']"	"[89.786223, 89.548694, 89.903846]"	8	"[u'LQPJ01000002', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	71678	72094	64777	67917	AWC20_01950	51678-109064	Mycobacterium parmense	Actinobacteria	3761	20	48	0	13.81479214	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZLM01000005	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLM01000005/index.html	cluster-1	t1pks-nrps	5	"[u'LQPQ01000178', u'LZLF01000227', u'LZLS01000103', u'MAEM01000259', u'NCXP01000025']"	"[85.680191, 81.622912, 83.254717, 83.018868, 80.424528]"	5	"[u'HG964936', u'LZKQ01000051', u'LZKS01000106', u'LZMH01000031']"	71230	71654	64932	68084	A5640_23330	51209-114312	Mycobacterium asiaticum	Actinobacteria	3146	20	48	0	14.34686904	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	PHSU01000014	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHSU01000014/index.html	cluster-1	hserlactone-transatpks-otherks-nrps	0	[]	[]	2	[u'RCCW01000001']	89655	90086	94142	97195	ctg1_32	1-134158	Pseudomonas sp. QS1027	Proteobacteria	4056	20	48	0	3.397075155	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZKQ01000051	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKQ01000051/index.html	cluster-1	t1pks-nrps	4	"[u'LQPQ01000178', u'LZLF01000227', u'LZLS01000103', u'MAEM01000259']"	"[87.350835, 82.100239, 84.725537, 83.293556]"	5	"[u'HG964936', u'LZKS01000106', u'LZLM01000005', u'LZMH01000031']"	62789	63208	56446	59586	A9X01_13340	42789-105778	Mycobacterium asiaticum	Actinobacteria	3203	20	48	0	15.61712991	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	CP025542	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025542_3889508_4252470/index.html	cluster-1	hserlactone-transatpks-otherks	0	[]	[]	2	[u'JPRX01000001']	4051871	4052302	4046649	4049741	ctg1_145	4009699-4122551	Pseudomonas fluorescens	Proteobacteria	2130	20	48	0	4.708159831	20	1	TRUE	0	0	FALSE	FALSE	TRUE
