target_name	target id	gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	redundant	redundant_list	count	copynum	coevolution score	positive	pos_homolog	pos_redundant
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	QLTA01000012	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLTA01000012/index.html	cluster-1	t1pks-nrps	17293	Acidovorax anthurii	Proteobacteria	0	[]	1	[]	27	2	9.94786550719	False	False	False
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	BatG_FabI	BA000030	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BA000030_2633292_3051504/index.html	cluster-5	t2pks-t1pks-otherks	12	Streptomyces avermitilis MA-4680 = NBRC 14893	Actinobacteria	0	[]	2	[u'GV586860']	9	2	17.5390247986	False	False	False
Elongation factor Tu	EF-Tu	KB905817	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB905817/index.html	cluster-1	transatpks-t1pks-nrps	12655	Streptomyces sulphureus DSM 40104	Actinobacteria	0	[]	1	[]	41	2	21.6835718933	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MBET01000054	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBET01000054/index.html	cluster-1	t1pks-nrps	12604	Mycobacterium sp. IS-2888	Actinobacteria	2	[u'FUEZ01000004', u'LT968775']	2	[u'MBEU01000014']	169	2	13.2694100297	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	JQLS01000008	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQLS01000008_88730_390016/index.html	cluster-1	t1pks	17013	Roseovarius sp. MCTG156(2b)	Proteobacteria	3	[u'FOVP01000015', u'FRBN01000019', u'FWFJ01000014']	1	[]	25	2	6.40035215767	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	KB895850	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB895850/index.html	cluster-1	t2pks-lantipeptide-t1pks-nrps	9665	Micromonospora sp. CNB394	Actinobacteria	0	[]	2	[u'FMCV01000021']	63	2	12.6242161558	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MVOC01000016	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVOC01000016/index.html	cluster-1	t1pks-nrps	19844	Mycobacterium sp. AT1	Actinobacteria	2	[u'CP000580', u'MCHX01000047']	1	[]	169	2	12.9971243644	False	False	False
Elongation factor Tu	EF-Tu	JQJV01000052	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQJV01000052/index.html	cluster-2	t1pks-nrps	1201	Streptomyces mirabilis	Actinobacteria	-1	[]	-1	[]	0	2	-1.0	False	False	False
Gyrase B	GyrB-R	FNPF01000009	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNPF01000009/index.html	cluster-1	t1pks	7879	Citreimonas salinaria	Proteobacteria	0	[]	1	[]	54	2	5.65198511806	False	False	False
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	BatG_FabI	GV586860	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/GV586860/index.html	cluster-16	t2pks-t1pks-otherks	12	Unknown	None	0	[]	2	[u'BA000030']	10	2	16.6545523561	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP015596	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015596_3504686_3805948/index.html	cluster-2	t1pks-nrps	10963	Mycobacterium sp. YC-RL4	Actinobacteria	9	[u'CP006936', u'CP020809', u'CWKH01000001', u'HG322951', u'LDPU01000001', u'LK021338', u'LT549889', u'LZTB01000025', u'MVHJ01000001']	3	[u'LMJA01000001', u'MPNS01000002']	169	2	14.2829071201	False	False	False
Elongation factor Tu	EF-Tu	NZ_LIWA01000004	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LIWA01000004/index.html	cluster-5	t1pks-otherks	2534	Streptomyces sp. CB01883	Actinobacteria	-1	[]	-1	[]	0	0	-1.0	False	False	False
Gyrase B	GyrB-R	LMPN01000003	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMPN01000003/index.html	cluster-3	transatpks-nrps	19765	Brevibacillus sp. Leaf182	Firmicutes	0	[]	12	[u'AKIX01000028', u'AP008955', u'AP008955', u'CP018145', u'CP023474', u'CP030117', u'LGJF01000001', u'PXZM01000036', u'PXZN01000012', u'PXZO01000002', u'QRDR01000001']	54	2	5.12758744441	False	False	False
Translation initiation factor	rubR1_TIF	NZ_AMWG01000043	10	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AMWG01000043/index.html	cluster-1	t1pks	10943	Rhodopirellula baltica SWK14	Planctomycetes	0	[]	2	[u'NZ_AFAR01000203']	43	0	32.2211234658	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	PFGG01000041	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PFGG01000041/index.html	cluster-1	t1pks	4363	bacterium (Candidatus Blackallbacteria) CG13_big_fil_rev_8_21_14_2_50_49_14 (groundwater metagenome)	None	0	[]	1	[]	25	2	6.21100245974	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	FMZZ01000007	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMZZ01000007/index.html	cluster-3	t2pks-t1pks	1470	Alloactinosynnema iranicum	Actinobacteria	1	[u'UGRU01000001']	1	[]	72	2	17.3126072074	False	False	False
Translation initiation factor	rubR1_TIF	QZCH01000007	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZCH01000007/index.html	cluster-1	t1pks-nrps	18812	Motilimonas sp. PLHSC7-2	Proteobacteria	0	[]	1	[]	44	2	21.3430057477	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	JODP01000022	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODP01000022/index.html	cluster-1	butyrolactone-otherks-t1pks-nrps	6017	Kineosporia aurantiaca JCM 3230	Actinobacteria	0	[]	1	[]	65	2	13.9493336651	False	False	False
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	FOAZ01000002	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOAZ01000002/index.html	cluster-4	butyrolactone-terpene-t1pks-otherks	404	Streptacidiphilus jiangxiensis	Actinobacteria	0	[]	1	[]	13	2	2.72755227206	False	False	False
Gyrase B	GyrB-R	LZSV01000011	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSV01000011/index.html	cluster-1	t1pks-nrps	10292	Mycobacterium sp. 852014-50255_SCH5639931	Actinobacteria	1	[u'LZKU01000124']	11	[u'LZIL01000042', u'LZIX01000058', u'LZJQ01000042', u'LZJS01000133', u'LZJW01000147', u'LZJZ01000015', u'LZKI01000115', u'LZSZ01000132', u'MVHW01000011', u'NCXM01000003']	54	2	5.81643956056	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008975	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP008975/index.html	cluster-1	t1pks	14042	Mycobacterium tuberculosis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1326856209	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008969	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008969_964347_1406043/index.html	cluster-1	t1pks	8617	Mycobacterium tuberculosis	Actinobacteria	-1	[]	-1	[]	0	2	-1.0	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQOX01000055	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOX01000055/index.html	cluster-1	t1pks	19046	Mycobacterium gastri	Actinobacteria	2	[u'MVBM01000009', u'MWKW01000001']	10	[u'CP009481', u'CP019888', u'JANZ01000003', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	169	2	14.6814965101	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MQDE01000005	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MQDE01000005_88952_391566/index.html	cluster-1	t1pks	13542	Mycobacterium tuberculosis	Actinobacteria	1	[u'CP004886']	33	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FO203510', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382']	169	2	13.071714471	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP011883	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011883_2246286_3323289/index.html	cluster-3	t1pks-nrps	19275	Mycobacterium haemophilum DSM 44634	Actinobacteria	0	[]	1	[]	169	2	16.1616938192	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	DBDG01000059	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DBDG01000059/index.html	cluster-1	transatpks-nrps	11700	Lachnospiraceae bacterium UBA938 (termite gut metagenome)	Firmicutes	0	[]	1	[]	31	2	4.85738966608	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	JMLO01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JMLO01000001/index.html	cluster-2	t1pks	10267	Rhodococcus sp. UNC363MFTsu5.1	Actinobacteria	0	[]	3	[u'CP019572', u'OBDL01000006']	31	2	10.6322520355	False	False	False
Translation initiation factor	rubR1_TIF	LMQB01000023	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMQB01000023/index.html	cluster-1	t1pks	19954	Rhizobium sp. Leaf371	Proteobacteria	8	[u'AZNX01000001', u'LNQB01000073', u'LPUX01000053', u'LYBW01000060', u'MBFK01000150', u'UBWJ01000014', u'UBXS01000009', u'UCGX01000013']	12	[u'AMCX01000019', u'JQMF01000001', u'KB905370', u'LMEY01000001', u'LMFA01000005', u'LMFB01000001', u'LMJD01000001', u'LMJJ01000001', u'MKIP01000058', u'MOOY01000008', u'QKLQ01000001']	43	2	16.4338005268	False	False	False
Elongation factor Tu	EF-Tu	KZ679048	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ679048/index.html	cluster-3	t1pks	9887	Streptomyces sp. A217	Actinobacteria	1	[u'JNWJ01000005']	1	[]	41	2	21.9085939609	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZIC01000115	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIC01000115/index.html	cluster-1	t1pks	4254	Mycobacterium sp. 852002-50816_SCH5313054-b	Actinobacteria	1	[u'LQPO01000034']	14	[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPR01000003', u'LZIR01000070', u'LZIS01000249', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZLY01000158', u'LZSE01000009', u'MOWS01000076', u'MVHR01000021']	169	2	17.0112850674	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	FO203509	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO203509_1655730_2112625/index.html	cluster-1	t1pks	14008	Mycobacterium canettii CIPT 140070010	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	12.7014198349	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MWKY01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MWKY01000001_5954728_6593843/index.html	cluster-4	t1pks-nrps	19161	Mycobacterium kansasii	Actinobacteria	0	[]	12	[u'CP009481', u'CP019888', u'JANZ01000003', u'LQOX01000055', u'MVBM01000009', u'MWKW01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	169	2	14.8155668074	False	False	False
Translation initiation factor	rubR1_TIF	NZ_AMCW01000137	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AMCW01000137/index.html	cluster-1	t1pks	18072	Rhodopirellula baltica SH28	Planctomycetes	0	[]	2	[u'BX119912']	15	0	33.7398069865	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	NOZR01000005	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOZR01000005/index.html	cluster-1	t1pks	8384	Mycolicibacterium sphagni	Actinobacteria	2	[u'CP019882', u'LN929908']	10	[u'AGIQ01000004', u'BEWG01000104', u'CP011773', u'CP018043', u'JALN02000001', u'MVIH01000007', u'PDHO01000010', u'QAYH01000008', u'UGQK01000002']	169	2	15.5779069591	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008959	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008959_1105270_1412928/index.html	cluster-1	t1pks	13643	Mycobacterium tuberculosis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1039220223	False	False	False
Gyrase B	GyrB-R	LZKU01000124	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKU01000124/index.html	cluster-1	t1pks-nrps	4183	Mycobacterium sp. 1465703.0	Actinobacteria	11	[u'LZIL01000042', u'LZIX01000058', u'LZJQ01000042', u'LZJS01000133', u'LZJW01000147', u'LZJZ01000015', u'LZKI01000115', u'LZSV01000011', u'LZSZ01000132', u'MVHW01000011', u'NCXM01000003']	1	[]	54	2	6.43515956432	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	MVDH01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVDH01000001_1080834_1717571/index.html	cluster-2	t1pks-nrps	15277	Cellvibrio sp. 79 (rhizosphere metagenome)	Proteobacteria	0	[]	1	[]	75	2	10.3831262529	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	MEES01000014	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEES01000014/index.html	cluster-1	t1pks	8851	Paracoccus sp. SCN 68-21 (bioreactor metagenome)	Proteobacteria	0	[]	1	[]	27	2	10.4110156956	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP009449	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009449_1690558_1991835/index.html	cluster-1	t1pks	14006	Mycobacterium bovis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.0179423277	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	KK211308	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK211308/index.html	cluster-1	sactipeptide-nrps-t1pks-ladderane	7021	Butyrivibrio sp. LB2008	Firmicutes	0	[]	1	[]	59	2	15.1325283655	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	OAWK01000026	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OAWK01000026/index.html	cluster-1	transatpks-nrps	11329	human gut metagenome	metagenomes	0	[]	1	[]	61	2	13.1447163366	False	False	False
Translation initiation factor	rubR1_TIF	KQ949079	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ949079/index.html	cluster-1	t1pks	18150	Streptomyces sp. RV15	Actinobacteria	0	[]	1	[]	43	2	19.5510767725	False	False	False
Elongation factor Tu	EF-Tu	NW_008634147	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_008634147/index.html	cluster-1	t1pks	11922	Hammondia hammondi	Alveolata	0	[]	3	[u'AM055942', u'LN714474']	42	0	10.8996708466	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	CP010976	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP010976_2066880_2368145/index.html	cluster-1	transatpks-nrps	11072	Paenibacillus sp. IHBB 10380	Firmicutes	0	[]	1	[]	31	4	5.76044157222	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MOWS01000076	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MOWS01000076/index.html	cluster-1	t1pks-nrps	10507	Mycobacterium malmoense	Actinobacteria	1	[u'CSTD01000001']	14	[u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LQPR01000003', u'LZIC01000115', u'LZIR01000070', u'LZIS01000249', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZLY01000158', u'LZSE01000009', u'MVHR01000021']	169	2	15.9059571843	False	False	False
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	BatG_FabI	JUIG01000022	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JUIG01000022/index.html	cluster-1	t2pks-t1pks-otherks	10139	Streptomyces sp. MUSC 125	Actinobacteria	0	[]	2	[u'CP002993']	10	2	18.2279315037	False	False	False
Elongation factor Tu	EF-Tu	BCFL01000028	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCFL01000028/index.html	cluster-2	t1pks-otherks	1376	Streptomyces hyaluromycini	Actinobacteria	-1	[]	-1	[]	0	2	-1.0	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	JTHK01000007	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTHK01000007/index.html	cluster-1	otherks-t1pks-PUFA-nrps	9699	Xenorhabdus sp. NBAII XenSa04	Proteobacteria	0	[]	3	[u'NJAJ01000001', u'NJCW01000002']	68	2	14.79909316	False	False	False
Elongation factor Tu	EF-Tu	NZ_MLYO01000014	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLYO01000014/index.html	cluster-1	t1pks-otherks	3145	Streptomyces sp. MUSC 1	Actinobacteria	-1	[]	-1	[]	0	0	-1.0	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	AP017635	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP017635/index.html	cluster-23	t1pks-nrps	12865	Mycobacterium ulcerans subsp. shinshuense	Actinobacteria	5	[u'LQPF01000043', u'LQPW01000167', u'MVHE01000006', u'MVIK01000003', u'NCXP01000025']	5	[u'AP018410', u'CP000854', u'CP025779', u'KZ269929']	169	2	14.7497199336	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZLY01000158	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLY01000158/index.html	cluster-1	t1pks-nrps	10289	Mycobacterium sp. 1081908.1	Actinobacteria	0	[]	15	[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LQPR01000003', u'LZIC01000115', u'LZIR01000070', u'LZIS01000249', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MOWS01000076', u'MVHR01000021']	169	2	16.6667388286	False	False	False
Gyrase B	GyrB-R	AP008955	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP008955/index.html	cluster-6	transatpks-nrps	19828	Brevibacillus brevis NBRC 100599	Firmicutes	0	[]	23	[u'AKIX01000028', u'AKIX01000028', u'CP018145', u'CP023474', u'CP030117', u'LGJF01000001', u'LMPN01000003', u'PXZM01000036', u'PXZN01000012', u'PXZO01000002', u'QRDR01000001', u'CP018145', u'CP023474', u'CP030117', u'LGJF01000001', u'LMPN01000003', u'PXZM01000036', u'PXZN01000012', u'PXZO01000002', u'QRDR01000001']	107	4	4.95559664082	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	NKRC01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRC01000001_5457533_5899391/index.html	cluster-1	t1pks-nrps	19009	Mycobacterium kansasii	Actinobacteria	1	[u'MWKW01000001']	11	[u'CP009481', u'CP019888', u'JANZ01000003', u'LQOX01000055', u'MVBM01000009', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRE01000001', u'NZ_UPHU01000001']	169	2	15.161681939	False	False	False
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	FQ859185	70	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQ859185_5880239_6283062/index.html	cluster-4	t1pks-butyrolactone-nrps	404	Streptomyces cattleya NRRL 8057 = DSM 46488	Actinobacteria	4	[u'JOGB01000030', u'KB895228', u'KB913022', u'KZ195583']	1	[]	13	6	3.27572079904	False	True	False
Beta proteasome subunit	SalI_beta_proteasome	JAOA01000016	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAOA01000016/index.html	cluster-1	t1pks-nrps	2264	Mycobacterium kansasii 662	Actinobacteria	-1	[]	-1	[]	0	2	-1.0	False	False	False
Elongation factor Tu	EF-Tu	PENC01000028	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PENC01000028/index.html	cluster-2	t1pks-nrps	11464	Streptomyces griseocarneus	Actinobacteria	1	[u'LNBE01000002']	1	[]	42	2	14.1838493023	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	NZ_UPHU01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_UPHU01000001/index.html	cluster-8	t1pks-nrps	18960	Mycobacterium sp. MK142	Actinobacteria	1	[u'MWKW01000001']	11	[u'CP009481', u'CP019888', u'JANZ01000003', u'LQOX01000055', u'MVBM01000009', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001']	169	0	14.3457870706	False	False	False
Gyrase B	GyrB-R	PXZM01000036	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PXZM01000036/index.html	cluster-1	transatpks-nrps	6008	Brevibacillus sp. NRRL NRS-1210	Firmicutes	0	[]	12	[u'AKIX01000028', u'AP008955', u'AP008955', u'CP018145', u'CP023474', u'CP030117', u'LGJF01000001', u'LMPN01000003', u'PXZN01000012', u'PXZO01000002', u'QRDR01000001']	54	2	5.15494579422	False	False	False
Gyrase B	GyrB-R	NCXM01000003	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCXM01000003/index.html	cluster-1	t1pks	10116	Mycolicibacterium vulneris	Actinobacteria	1	[u'LZKU01000124']	11	[u'LZIL01000042', u'LZIX01000058', u'LZJQ01000042', u'LZJS01000133', u'LZJW01000147', u'LZJZ01000015', u'LZKI01000115', u'LZSV01000011', u'LZSZ01000132', u'MVHW01000011']	54	2	5.5681034784	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008983	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP008983/index.html	cluster-1	t1pks	12505	Mycobacterium tuberculosis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	12.5820668832	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP019420	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019420_5757901_6059166/index.html	cluster-2	t1pks-nrps	16700	Mycobacterium sp. MS1601	Actinobacteria	6	[u'AUWS01000008', u'CP000580', u'CP020809', u'CYSI01000007', u'LZTB01000025', u'MCHX01000047']	2	[u'UGQT01000001']	169	2	10.7427096618	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	NJGH01000020	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJGH01000020/index.html	cluster-1	nrps-t1pks-PUFA-otherks	8986	Xenorhabdus cabanillasii JM26	Proteobacteria	3	[u'CP016176', u'NIBV01000002', u'NIUA01000001']	5	[u'NIBS01000014', u'NJAH01000006', u'NZ_NJGH01000020', u'QTUB01000001']	75	2	10.1026453483	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP000854	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000854_2665560_3157322/index.html	cluster-1	t1pks-nrps	17146	Mycobacterium marinum M	Actinobacteria	5	[u'LQPF01000043', u'LQPW01000167', u'MVHE01000006', u'MVIK01000003', u'NCXP01000025']	5	[u'AP017635', u'AP018410', u'CP025779', u'KZ269929']	169	2	15.590917925	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MVIK01000003	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVIK01000003/index.html	cluster-1	t1pks-nrps	13073	Mycobacterium shinjukuense	Actinobacteria	10	[u'AP017635', u'AP018410', u'CP000854', u'CP025779', u'KZ269929', u'LQPF01000043', u'LQPW01000167', u'MVHE01000006', u'NCXP01000025', u'PEQP01000006']	1	[]	169	2	16.5166759825	False	False	False
