target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NNBU01000017	DEG10180363	10420	10844	10406	15082	cluster-1	t1pks-nrps	1-74734	438	plant metagenome	metagenomes	0	-1.00	1	102122	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NNBU01000017/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	LPFE01000058	DEG10180034	123499	123923	123466	136872	cluster-1	bacteriocin-t1pks-nrps	59241-181014	457	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	246506	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPFE01000058/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP023278	DEG10180034	185329	185752	185294	195745	cluster-1	t1pks-nrps	165294-249451	458	Nostoc sp. CENA543	Cyanobacteria	0	-1.00	2	6990729	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP023278_44372_364380/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	CP015726	DEG10180180	1548426	1548753	1547619	1548323	cluster-3	t1pks-otherks-butyrolactone-nrps	1521490-1731040	103	Streptomyces sp. RTd22	Actinobacteria	0	-1.00	74	11142275	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015726/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	JTCM01000002	DEG10180034	11488	11914	11476	16590	cluster-1	t1pks-nrps	1-83796	438	Hassallia byssoidea VB512170	Cyanobacteria	0	-1.00	2	1215602	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTCM01000002_0_194215/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	CP003422	DEG10180180	4635682	4636048	4637193	4637924	cluster-1	nrps-t1pks-ladderane	4615643-4764897	1145	Paenibacillus mucilaginosus K02	Firmicutes	0	-1.00	31	8819200	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003422_4484441_5006143/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	OMZK01000001	DEG10180180	90591	90923	91805	92542	cluster-1	transatpks-otherks	1-111778	882	uncultured Clostridiales bacterium	Firmicutes	0	-1.00	1	200611	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OMZK01000001/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	QFRK01000013	DEG10180178	237642	238066	245587	246576	cluster-1	t1pks-nrps	178448-252107	7521	Streptomyces sp. NWU339	Actinobacteria	0	-1.00	1	252107	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QFRK01000013/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	MUAY01000315	DEG10180178	16231	16664	9906	10925	cluster-1	t1pks	1-37123	5306	Streptomyces angustmyceticus	Actinobacteria	0	-1.00	1	37123	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUAY01000315/index.html
Hypothetical protein yfcH	JRMK01000012	DEG10180360	20813	21238	30548	31939	cluster-1	t1pks	775-46423	9310	Mycobacterium sp. UM_Kg1	Actinobacteria	0	-1.00	1	46533	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JRMK01000012/index.html
Glutamate aspartate transport ATP-binding protein gltL	LZSQ01000075	DEG10180114	47741	48166	39412	40467	cluster-1	t1pks-nrps	27726-81275	7274	Mycobacterium sp. 852002-51961_SCH5331710	Actinobacteria	0	-1.00	2	81275	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSQ01000075/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	LPCC01000023	DEG10180034	34	458	1	10307	cluster-1	transatpks-t1pks-nrps	1-106815	457	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	314908	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPCC01000023/index.html
Probable ABC transporter ATP-binding protein yhbG	LPZR01000206	DEG10180475	84989	85296	80475	81170	cluster-1	t1pks	67044-95994	3819	Tistrella mobilis	Proteobacteria	0	-1.00	2	95994	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPZR01000206/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	MGNS01000170	DEG10180180	58779	59207	51721	52467	cluster-1	t1pks-nrps	34046-82659	6312	Chloroflexi bacterium RBG_16_57_11 (subsurface metagenome)	Chloroflexi	0	-1.00	1	93375	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGNS01000170/index.html
Cell division ATP-binding protein ftsE	NZ_MSYR01000001	DEG10180522	2602604	2603022	2591075	2592871	cluster-4	t1pks	2582586-2629578	9733	Rhodovulum sulfidophilum	Proteobacteria	0	-1.00	0	3980059	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MSYR01000001/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	JF342710	DEG10180034	36	459	1	10371	cluster-1	t1pks-nrps	1-10371	458	Nostoc sp. 73.1	Cyanobacteria	0	-1.00	1	10371	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JF342710/index.html
Arginine repressor	NKQZ01000001	DEG10180483	5947552	5947985	5943047	5943556	cluster-1	t3pks-t1pks	5926365-5984511	3996	Mycobacterium persicum	Actinobacteria	0	-1.00	1	6119152	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKQZ01000001_5797618_6105318/index.html
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	FO082843	DEG10180098	165453	165884	172173	172670	cluster-1	t1pks	145315-190561	6289	Nocardia cyriacigeorgica GUH-2	Actinobacteria	0	-1.00	1	6194645	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO082843_15726_317018/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	POUA01000087	DEG10180034	9540	9962	4834	6156	cluster-1	t1pks	1-21919	3384	Sphaerisporangium sp. 7K107	Actinobacteria	0	-1.00	1	21919	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/POUA01000087/index.html
Hypothetical protein ydiO	KB890950	DEG10180282	247988	248412	242787	243893	cluster-3	t1pks-otherks	224461-274095	4095	Streptomyces sp. CcalMP-8W	Actinobacteria	0	-1.00	1	303265	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB890950/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	OBWX01000047	DEG10180179	61908	62330	58338	59585	cluster-1	t1pks-nrps	1-88828	2323	human gut metagenome	metagenomes	0	-1.00	1	88828	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OBWX01000047/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	NZ_JODR01000002	DEG10180179	346846	347196	346810	349368	cluster-2	t1pks	326810-353393	386	Streptomyces albus subsp. albus	Actinobacteria	0	-1.00	0	353393	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JODR01000002/index.html
DNA polymerase III, epsilon chain (EC 2.7.7.7)	CP025429	DEG10180057	3621842	3622154	3618499	3619254	cluster-3	transatpks-otherks	3601746-3674647	2588	Chromobacterium sp. ATCC 53434	Proteobacteria	0	-1.00	1	5138981	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025429_2977483_3804269/index.html
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	MLCE01000002	DEG10180052	346558	346914	344477	346216	cluster-2	t2pks-t1pks-otherks	326511-376550	342	Streptomyces sp. Tue6028	Actinobacteria	0	-1.00	1	389175	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLCE01000002/index.html
Lipoprotein releasing system ATP-binding protein lolD	FPBD01000011	DEG10180185	70026	70458	66882	67577	cluster-1	t1pks-nrps	1917-85774	2449	Pseudovibrio denitrificans	Proteobacteria	0	-1.00	1	115438	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FPBD01000011/index.html
Preprotein translocase secA subunit	JPLW01000001	DEG10180026	19622	20039	8806	11133	cluster-1	t1pks-nrps	1-48236	8489	Amycolatopsis sp. MJM2582	Actinobacteria	0	-1.00	1	2111476	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPLW01000001_0_173188/index.html
Lipoprotein releasing system ATP-binding protein lolD	PKSP01000010	DEG10180185	392266	392663	381673	382386	cluster-1	t1pks	372265-419752	9880	Rhizobium sp. KAs_5_22	Proteobacteria	0	-1.00	48	4116171	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PKSP01000010_248556_549815/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NHYP01000001	DEG10180363	2804476	2804821	2804417	2805643	cluster-2	t1pks-butyrolactone-nrps	2785878-2861316	404	Escherichia coli	Proteobacteria	0	-1.00	3	4913344	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NHYP01000001_2654435_2955220/index.html
Probable transport ATP-binding protein msbA	FP929065	DEG10180148	438927	439352	430247	434132	cluster-1	t1pks	398920-466981	4795	Leptosphaeria maculans JN3	Fungi	0	-1.00	1	1809296	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FP929065/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	KQ257834	DEG10180178	776909	777333	780272	781267	cluster-6	t1pks-amglyccycl-otherks	710316-857558	2939	Streptomyces acidiscabies	Actinobacteria	0	-1.00	2	1464473	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ257834_0_979472/index.html
Hypothetical protein ydgE	CP029034	DEG10180267	1589326	1589758	1581756	1582109	cluster-2	transatpks-nrps	1568812-1671486	7217	Bacillus velezensis	Firmicutes	0	-1.00	6	3947271	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP029034_1440564_1796236/index.html
Phenylacetic acid degradation protein paaC	JOGU01000015	DEG10180238	59648	60078	54111	54899	cluster-1	lantipeptide-t1pks-nrps	1-120995	4749	Streptomyces griseus subsp. griseus	Actinobacteria	0	-1.00	1	120995	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOGU01000015/index.html
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	CP024614	DEG10180564	1875340	1875764	1865591	1866847	cluster-2	t3pks-t1pks	1854067-1912287	8493	Mycobacterium tuberculosis	Bacteria	0	-1.00	1	4411530	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP024614_1577105_2039213/index.html
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	CEOC01165327	DEG10180225	4930	5355	12586	13365	cluster-1	t1pks	1-13365	7231	marine metagenome	metagenomes	0	-1.00	1	13365	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEOC01165327/index.html
Hypothetical protein yheN	RCCW01000001	DEG10180513	2898352	2898785	2891000	2891392	cluster-1	transatpks	2878340-2942074	6960	Pseudomonas asplenii	Proteobacteria	0	-1.00	1	7673889	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RCCW01000001_2748376_3069770/index.html
1-deoxy-D-xylulose 5-phosphate synthase (EC 4.1.3.37)	CP001029	DEG10180080	1977739	1978159	1967067	1969049	cluster-1	t1pks-terpene	1950304-2005139	8690	Methylobacterium populi BJ001	Proteobacteria	0	-1.00	2	5800441	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP001029_1833862_2135124/index.html
S-adenosylmethionine synthetase (EC 2.5.1.6)	LN877229	DEG10180439	10366081	10366511	10374349	10375542	cluster-36	t1pks	10346068-10389052	7838	Kibdelosporangium sp. MJ126-NF4	Actinobacteria	0	-1.00	2	12113479	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN877229/index.html
Lipoprotein releasing system ATP-binding protein lolD	BDCF01000001	DEG10180185	266484	266908	273664	274389	cluster-1	bacteriocin-t1pks-nrps	219998-420900	6756	Nocardia xishanensis NBRC 101358	Actinobacteria	0	-1.00	2	533920	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCF01000001/index.html
Lipoprotein releasing system ATP-binding protein lolD	BBYF01000002	DEG10180185	665159	665490	669245	669925	cluster-1	transatpks-otherks	645057-766942	3755	Paenibacillus sp. NAIST15-1	Firmicutes	0	-1.00	9	823452	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBYF01000002/index.html
Elongation factor G	QEOK01000005	DEG10180509	447629	448068	437944	440022	cluster-1	t1pks-otherks	426983-478361	7607	Filimonas sp. YR581	Bacteroidetes	0	-1.00	2	638698	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEOK01000005/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	LNXY01000004	DEG10180363	85019	85381	84970	86211	cluster-1	transatpks-nrps	38722-92981	411	Legionella drozanskii LLAP-1	Proteobacteria	0	-1.00	1	92981	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LNXY01000004/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	LPUP01000014	DEG10180179	65500	65929	64164	65417	cluster-1	transatpks-nrps	25742-103472	83	Bacillus amyloliquefaciens	Firmicutes	0	-1.00	1	451031	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPUP01000014/index.html
TorCAD operon transcriptional regulatory protein torR	NETK01000001	DEG10180164	8564034	8564460	8573734	8574444	cluster-3	t1pks-nrps	8542333-8591146	9274	Nannocystis exedens	Proteobacteria	0	-1.00	1	11270726	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NETK01000001_8184126_8852652/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	LSSO01000177	DEG10180179	55661	56086	52728	53963	cluster-1	transatpks-nrps	1-59439	1698	Brevibacillus sp. SKDU10	Firmicutes	0	-1.00	1	59439	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LSSO01000177/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP032848	DEG10180034	4433168	4433593	4433141	4441195	cluster-2	transatpks-nrps	4385817-4497911	452	Brevibacillus laterosporus	Firmicutes	0	-1.00	3	5202546	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP032848_4314081_4615373/index.html
Glyceraldehyde 3-phosphate dehydrogenase A (EC 1.2.1.12)	FZPS01000197	DEG10180303	2621158	2621413	2630155	2631165	cluster-1	t1pks	2599969-2647822	8742	metagenome	metagenomes	0	-1.00	1	3104088	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FZPS01000197/index.html
Integrase recombinase xerC	MTBP01000002	DEG10180554	898467	898892	889732	890658	cluster-1	t1pks-nrps	878432-967009	7809	Actinomadura sp. 5-2	Actinobacteria	0	-1.00	2	2134329	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTBP01000002_748531_1089211/index.html
Lipoprotein releasing system ATP-binding protein lolD	FYDV01000001	DEG10180185	328636	329060	318359	319084	cluster-1	t1pks-nrps	287472-364883	9552	Pseudomonas sp. Irchel s3a18	Proteobacteria	0	-1.00	8	739337	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FYDV01000001/index.html
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	OFLW01000124	DEG10180052	12645	13059	6904	7710	cluster-1	transatpks-nrps	1-32811	4935	metagenome	metagenomes	0	-1.00	1	32811	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OFLW01000124/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	KT327068	DEG10180179	38171	38426	30298	38082	cluster-1	t1pks	1-49740	89	Streptomyces sp. NCIB 11649	Actinobacteria	0	-1.00	5	49740	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KT327068/index.html
Hypothetical ABC transporter ATP-binding protein ydcT	RBLI01000001	DEG10180246	846619	847047	843164	844198	cluster-2	t1pks	826607-878520	2421	Paracoccus pantotrophus	Proteobacteria	0	-1.00	4	2248307	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBLI01000001_696640_997929/index.html
Phenylacetic acid degradation protein paaC	FNPR01000001	DEG10180238	842272	842317	844698	845450	cluster-2	t1pks	794664-846671	2381	Lentibacter algarum	Proteobacteria	0	-1.00	1	1332071	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNPR01000001_602082_965989/index.html
TorCAD operon transcriptional regulatory protein torR	KV917380	DEG10180164	3694659	3695113	3688091	3688795	cluster-3	t1pks-nrps	3673956-3729786	5864	Bacillus oshimensis	Firmicutes	0	-1.00	9	4058377	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV917380_3545060_3850939/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	JFKB01000007	DEG10180363	53036	53377	52969	54198	cluster-1	t1pks-arylpolyene-nrps	32969-132455	408	Thalassospira alkalitolerans	Proteobacteria	0	-1.00	1	265644	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JFKB01000007/index.html
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	BDBI01000030	DEG10180098	170455	170888	167218	167829	cluster-1	t1pks	150335-195500	2626	Nocardia ignorata NBRC 108230	Actinobacteria	0	-1.00	1	201433	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDBI01000030/index.html
Oligopeptide transport ATP-binding protein oppD	QVIG01000001	DEG10180214	2333530	2333943	2323759	2325492	cluster-3	transatpks-t1pks-nrps	2313427-2363121	8038	Streptomyces xanthocidicus	Actinobacteria	0	-1.00	2	8494573	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVIG01000001_2183730_2682657/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	BCQR01000005	DEG10180180	105634	106054	107958	108662	cluster-1	t1pks-nrps	79902-110078	1904	Actinomadura kijaniata NBRC 14229	Actinobacteria	0	-1.00	3	110078	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCQR01000005/index.html
Lipoprotein releasing system ATP-binding protein lolD	LZLV01000112	DEG10180185	228195	228608	218978	219691	cluster-1	t1pks-nrps	202224-255886	8504	Mycobacterium sp. 1245111.1	Actinobacteria	0	-1.00	1	426004	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLV01000112/index.html
Putative deoxyribonuclease yjjV (EC 3.1.21.-)	PDSV01000035	DEG10180608	57249	57677	66944	67858	cluster-1	t1pks	36333-83718	9267	Gammaproteobacteria bacterium (oral metagenome)	Proteobacteria	0	-1.00	1	93297	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDSV01000035/index.html
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	ANBD01000031	DEG10180564	46244	46668	37605	38582	cluster-1	t1pks-nrps	1-71548	7662	Nocardiopsis alkaliphila YIM 80379	Actinobacteria	0	-1.00	1	96764	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ANBD01000031/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	QXCZ01000001	DEG10180178	2242545	2242896	2241175	2242182	cluster-3	t1pks	2208192-2261178	363	Streptomyces sp. 3212.5	Actinobacteria	0	-1.00	32	10159767	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QXCZ01000001_2082578_2972200/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NZ_JODS01000045	DEG10180363	10535	10886	9182	10459	cluster-1	t2pks-t1pks	1-49724	76	Kitasatospora purpeofusca	Actinobacteria	0	-1.00	0	49724	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JODS01000045/index.html
Lipoprotein releasing system ATP-binding protein lolD	JTHL01000001	DEG10180185	62355	62782	72245	72994	cluster-1	transatpks-nrps-t1pks-otherks	1-89021	9463	Streptomyces sp. 150FB	Actinobacteria	0	-1.00	4	9626015	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTHL01000001_0_398331/index.html
Glutamate aspartate transport ATP-binding protein gltL	FCMR01000001	DEG10180114	2581427	2581844	2571429	2572256	cluster-1	t1pks-nrps	2561408-2617752	9171	Serratia marcescens	Proteobacteria	0	-1.00	27	2884090	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FCMR01000001_2431459_2732718/index.html
Oligopeptide transport ATP-binding protein oppD	LODV01000025	DEG10180214	425236	425668	416093	417694	cluster-1	t1pks-nrps	403280-456036	7542	Sinorhizobium americanum (Ensifer americanus)	Proteobacteria	0	-1.00	7	1010057	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LODV01000025_275262_576557/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	FMDH01000096	DEG10180034	7180	7610	10554	17996	cluster-1	t1pks-nrps	1-29635	2944	Streptomyces sp. LamerLS-31b	Actinobacteria	0	-1.00	1	29635	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMDH01000096/index.html
Hypothetical ABC transporter ATP-binding protein ydcT	LRII02000001	DEG10180246	4656860	4657280	4667049	4668137	cluster-1	t1pks	4636856-4684439	9769	Bordetella parapertussis	Proteobacteria	0	-1.00	13	4800737	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LRII02000001_4513162_4800737/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	JRLF01000008	DEG10180363	150675	151012	150590	151864	cluster-1	t3pks-t1pks-nrps	27946-167477	422	Flavobacterium aquidurense	Bacteroidetes	0	-1.00	1	167477	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JRLF01000008/index.html
Ribonuclease III (EC 3.1.26.3)	CP008702	DEG10180397	3245548	3245971	3239829	3240551	cluster-1	t1pks-nrps	3225445-3319954	4997	Mycobacterium tuberculosis TRS9	Actinobacteria	0	-1.00	1	4411532	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008702_3146428_3447702/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	NZ_AUEY01000007	DEG10180156	36494	36932	36488	43486	cluster-1	t1pks-otherks	16488-63486	444	Desulforegula conservatrix Mb1Pa	Proteobacteria	0	-1.00	0	96624	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AUEY01000007/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	LOCL01000030	DEG10180363	67355	67687	67271	68524	cluster-1	t1pks	55553-124738	416	Streptomyces silvensis	Actinobacteria	0	-1.00	1	339208	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOCL01000030/index.html
Chaperone protein dnaK	PWGO01000010	DEG10180002	7013	7438	164	1876	cluster-1	t1pks	1-25496	5137	Syntrophomonadaceae bacterium (soda lake metagenome)	Firmicutes	0	-1.00	1	25496	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PWGO01000010/index.html
GTP cyclohydrolase II (EC 3.5.4.25)	JODY01000002	DEG10180222	399996	400413	394362	395120	cluster-3	t1pks	381858-433258	4876	Streptomyces catenulae	Actinobacteria	0	-1.00	1	499786	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODY01000002/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	NPNL01000012	DEG10180034	66304	66716	65638	73374	cluster-1	t1pks-nrps	45638-93374	1078	Enterobacter cloacae	Proteobacteria	0	-1.00	1	151199	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NPNL01000012/index.html
Probable tRNA modification GTPase trmE	LNYV01000028	DEG10180543	41910	42332	37854	39212	cluster-1	t1pks	21296-68249	2698	Legionella sainthelensi	Proteobacteria	0	-1.00	1	169962	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LNYV01000028/index.html
Histidyl-tRNA synthetase (EC 6.1.1.21)	JMIQ01000008	DEG10180381	9315	9748	13875	15119	cluster-1	transatpks	1-33269	4127	Paenibacillus polymyxa	Firmicutes	0	-1.00	1	229305	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JMIQ01000008/index.html
Glyceraldehyde 3-phosphate dehydrogenase A (EC 1.2.1.12)	KL574054	DEG10180303	10515	10942	4558	6003	cluster-1	t1pks	1-37464	4512	Streptomyces sp. NRRL B-24501	Actinobacteria	0	-1.00	1	54070	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL574054/index.html
L-arabinose transport ATP-binding protein araG	NKFP01000006	DEG10180323	2234983	2235405	2226701	2228230	cluster-1	t1pks	2214978-2263347	6753	Leptolyngbya ohadii IS1	Cyanobacteria	0	-1.00	1	4260588	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKFP01000006_2084987_2386258/index.html
30S ribosomal protein S15	NZ_KI632509	DEG10180470	3657813	3658262	3650112	3650381	cluster-8	t1pks	3637808-3683579	7432	Amycolatopsis halophila YIM 93223	Actinobacteria	0	-1.00	0	5551297	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KI632509/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	KK366009	DEG10180179	6139	6569	4813	6060	cluster-1	transatpks-nrps	1-44034	79	Clostridium akagii DSM 12554	Firmicutes	0	-1.00	1	266036	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK366009/index.html
Probable transport ATP-binding protein msbA	CP011509	DEG10180148	4960271	4960698	4956596	4958341	cluster-1	t1pks-nrps	4938532-5062166	1930	Archangium gephyra	Proteobacteria	0	-1.00	2	12489432	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011509/index.html
3-phenylpropionate dioxygenase ferredoxin subunit	JAFQ01000004	DEG10180391	4137321	4137734	4147512	4147823	cluster-3	t1pks	4068482-4164421	9778	Nocardia sp. BMG51109	Actinobacteria	0	-1.00	1	8533894	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAFQ01000004_3538349_4290527/index.html
Hypothetical transport protein yfaV	CNBI01000007	DEG10180356	90874	91263	83845	85176	cluster-1	t3pks-t1pks	69661-117119	5698	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	117119	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CNBI01000007/index.html
