target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQPF01000043	2	7301	2	[u'LQPW01000167', u'NCXP01000025']	25	1	0.73	0.0	12.420597781	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPF01000043/index.html	cluster-1	t1pks-nrps	AWC15_16960	Mycobacterium lacus	Actinobacteria	False	False	0	1	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	FQZK01000001	1	3737	0	None	49	1	0.32	0.0	16.9698631414	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQZK01000001/index.html	cluster-2	t2pks-t1pks-otherks	SAMN05421803_101417	Nocardiopsis flavescens	Actinobacteria	False	False	1	0	0	0	0
Beta proteasome subunit	SalI_beta_proteasome	BBUY01000002	4	3520	1	[u'CP022161']	8	2	0.43	0.02	4.06791399598	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBUY01000002/index.html	cluster-1	bacteriocin-transatpks-t1pks-nrps	ctg1_102	Streptomyces sp. NBRC 110611	Actinobacteria	False	False	1	1	1	1	0
Ornitine carbamoyl transferase	ArgK_OTCase	PHSN01000001	1	7817	0	None	28	1	0.64	0.0	6.05142323683	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHSN01000001/index.html	cluster-1	t1pks-nrps	ctg1_4	Defluviimonas sp. MS2-2	Proteobacteria	False	False	0	0	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	OBVB01000276	0	5105	0	None	49	1	0.32	0.0	12.7083759457	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OBVB01000276/index.html	cluster-1	t1pks-nrps	ctg1_30	human gut metagenome	metagenomes	False	False	0	0	0	0	0
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	QQAW01000006	3	2798	1	[u'AM889285']	6	1	-0.22	0.42	5.47833252564	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQAW01000006/index.html	cluster-1	t1pks	C7453_106143	Gluconacetobacter liquefaciens	Proteobacteria	False	False	1	1	1	0	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	FOMQ01000002	1	9388	0	None	19	1	0.3	0.0	10.1817290558	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOMQ01000002/index.html	cluster-2	t1pks-nrps	SAMN04489710_102321	Acidovorax konjaci	Proteobacteria	False	False	0	0	1	0	0
Gyrase B	GyrB-R	NBMB01000023	2	213	0	None	15	0	0.14	0.19	15.5621561597	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NBMB01000023/index.html	cluster-1	t1pks-nrps	B6244_07535	Candidatus Cloacimonetes bacterium 4572_55 (marine sediment metagenome)	Candidatus Cloacimonetes	False	False	1	0	1	0	0
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	LGTC01000001	1	6500	0	None	6	1	-0.07	0.81	5.7045970899	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGTC01000001_2497729_2802174/index.html	cluster-1	t1pks	ctg1_140	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933	Firmicutes	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	ACXX02000001	0	5386	0	None	49	1	0.32	0.0	16.4706218564	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ACXX02000001/index.html	cluster-1	transatpks-nrps	Cpap_3701	Ruminiclostridium papyrosolvens DSM 2782	Firmicutes	False	False	0	0	0	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	HW607076	2	4828	0	None	28	1	0.64	0.0	18.3534434823	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HW607076/index.html	cluster-7	t3pks-t1pks	ctg1_2362	synthetic construct	artificial sequences	False	False	1	0	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	JODP01000022	0	6017	0	None	49	1	0.32	0.0	15.702324009	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODP01000022/index.html	cluster-1	butyrolactone-otherks-t1pks-nrps	ctg1_54	Kineosporia aurantiaca JCM 3230	Actinobacteria	False	False	0	0	0	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP019882	2	8345	2	[u'LN929908', u'NOZR01000005']	25	1	0.73	0.0	9.94536067477	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019882_3174623_3475894/index.html	cluster-1	t1pks	ctg1_136	Mycobacterium litorale	Actinobacteria	False	False	0	1	0	0	1
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	CP019572	1	9872	0	None	6	1	-0.07	0.81	11.7818263109	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019572_2349696_2656177/index.html	cluster-1	t1pks	ctg1_162	Rhodococcus sp. MTM3W5.2	Actinobacteria	False	False	0	0	1	0	0
Beta proteasome subunit	SalI_beta_proteasome	CP022161	4	2700	2	[u'BBUY01000002', u'KQ949024']	8	2	0.43	0.02	3.52144069386	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022161_2733351_3055960/index.html	cluster-1	transatpks-t1pks-otherks-nrps	ctg1_144	Streptomyces sp. 1H-SSA4	Actinobacteria	False	True	1	1	1	1	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZLF01000227	3	4928	4	[u'LQPQ01000178', u'LZLM01000005', u'LZLS01000103', u'MAEM01000259']	25	1	0.73	0.0	12.7902852077	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLF01000227/index.html	cluster-1	t1pks-nrps	A9W94_20150	Mycobacterium asiaticum	Actinobacteria	False	False	1	1	0	0	1
Seryl-tRNA synthetase	seryl-tRNA_synthetase	CP005929	1	9463	0	None	19	0	0.3	0.0	19.8456252772	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP005929_2361067_3001573/index.html	cluster-2	t1pks	ctg1_139	Actinoplanes sp. N902-109	Actinobacteria	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	FZOR01000007	0	7053	0	None	49	1	0.32	0.0	20.6801271289	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FZOR01000007/index.html	cluster-2	t1pks-nrps	SAMN05443665_1007200	Actinomadura meyerae	Actinobacteria	False	False	0	0	0	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	LZHV01000055	3	4432	14	[u'CP017593', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LT841359', u'LZJH01000077', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MIHB01000001', u'NCXP01000008', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	6.29556324946	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHV01000055/index.html	cluster-1	t3pks-t1pks	A5730_16190	Mycobacterium sp. ACS4054	Actinobacteria	False	False	1	1	0	0	1
Beta proteasome subunit	SalI_beta_proteasome	KP830094	2	8439	1	[u'JAFQ01000004']	8	1	0.43	0.02	6.56488077767	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KP830094/index.html	cluster-1	t1pks-nrps	AKA59451.1	uncultured bacterium AR_456	environmental samples	True	False	0	1	1	0	0
Gyrase B	GyrB-R	MGYA01000040	1	6228	0	None	15	1	0.14	0.19	8.21718258036	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGYA01000040/index.html	cluster-1	t1pks	A3F13_05200	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_19 (subsurface metagenome)	Proteobacteria	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	PYAX01000012	1	1109	0	None	49	1	0.32	0.0	17.7257751873	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PYAX01000012/index.html	cluster-1	bacteriocin-t2pks-t1pks	B0I31_112147	Saccharothrix carnea	Actinobacteria	False	False	1	0	0	0	0
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	JOIY01000044	3	408	0	None	9	1	0.94	0.0	3.72368456624	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOIY01000044/index.html	cluster-1	t1pks	ctg1_35	Streptomyces sp. NRRL S-340	Actinobacteria	False	False	1	0	1	0	1
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	FQ859185	5	404	2	[u'KB913022', u'KZ195583']	9	3	0.94	0.0	3.28335829713	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQ859185_5880239_6283062/index.html	cluster-4	t1pks-butyrolactone-nrps	ctg1_271	Streptomyces cattleya NRRL 8057 = DSM 46488	Actinobacteria	False	True	1	1	1	1	1
Acetyl CoA carboxylase	AdmT_ACC	CP032402	1	2640	0	None	49	1	0.32	0.0	20.2791578547	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP032402_5051034_5423458/index.html	cluster-1	t2pks-t1pks	ctg1_162	Actinomadura amylolytica	Actinobacteria	False	False	1	0	0	0	0
Gyrase B	GyrB-R	AUHU01000008	1	7214	0	None	15	1	0.14	0.19	12.7273088684	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUHU01000008/index.html	cluster-1	t1pks	ctg1_100	Marinimicrobium agarilyticum DSM 16975	Proteobacteria	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	OBAA01000005	0	5613	0	None	49	1	0.32	0.0	18.3837105656	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OBAA01000005/index.html	cluster-1	transatpks-otherks	ctg1_3	human gut metagenome	metagenomes	False	False	0	0	0	0	0
Elongation factor Tu	EF-Tu	CP031455	3	2763	0	None	16	2	0.24	0.01	12.7338088326	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031455_1996626_2771982/index.html	cluster-1	terpene-blactam-t1pks-otherks-nrps	ctg1_152	Streptomyces olivoreticuli subsp. olivoreticuli	Actinobacteria	False	False	1	0	1	1	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	AUSV01000137	2	3029	0	None	25	1	0.73	0.0	6.95117293066	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUSV01000137/index.html	cluster-1	transatpks-otherks-nrps	PL2TA16_02082	Pseudoalteromonas luteoviolacea 2ta16	Proteobacteria	False	False	1	0	0	0	1
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	KB235898	1	8837	0	None	4	1	-0.03	0.96	4.11403136922	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB235898_594983_1111728/index.html	cluster-2	t1pks-nrps	ctg1_173	Kamptonema formosum PCC 6407 (Oscillatoria formosa PCC 6407)	Cyanobacteria	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	NOKA02000002	0	5746	0	None	49	1	0.32	0.0	10.8901073462	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOKA02000002/index.html	cluster-1	transatpks-arylpolyene-otherks-ladderane	CG710_002860	Lachnotalea glycerini	Firmicutes	False	False	0	0	0	0	0
Acetyl CoA carboxylase	AdmT_ACC	FMZZ01000007	2	1470	1	[u'UGRU01000001']	49	1	0.32	0.0	20.9831320714	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMZZ01000007/index.html	cluster-3	t2pks-t1pks	SAMN05216174_107245	Alloactinosynnema iranicum	Actinobacteria	False	False	1	1	0	0	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	OAOJ01000001	3	1709	3	[u'AP010968', u'FNIE01000009', u'JQLN01000002']	19	1	0.3	0.0	18.4327680772	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OAOJ01000001_2549145_3000462/index.html	cluster-1	t1pks	ctg1_132	Streptomyces sp. TLI_55	Actinobacteria	False	False	1	1	1	0	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	AP010968	4	1749	4	[u'FNIE01000009', u'JQLN01000002', u'MTKC01000003', u'OAOJ01000001']	19	3	0.3	0.0	16.2545267177	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP010968_2627580_3213579/index.html	cluster-2	t1pks-otherks	ctg1_365	Kitasatospora setae KM-6054	Actinobacteria	False	False	1	1	1	1	0
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	LDWW01000010	1	10000	0	None	6	1	-0.07	0.81	7.44727782331	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LDWW01000010/index.html	cluster-1	t1pks-nrps	CHISP_1699	Chitinispirillum alkaliphilum	Fibrobacteres	False	False	0	0	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LT968775	3	2809	1	[u'MBEU01000014']	25	1	0.73	0.0	13.7708356445	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT968775_1129547_1834602/index.html	cluster-4	t1pks-nrps	ctg1_528	Mycobacterium sp. 4858	Actinobacteria	False	False	1	1	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	KB894406	2	3141	0	None	49	2	0.32	0.0	19.5336733769	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB894406/index.html	cluster-1	t2pks-t1pks	ctg1_90	Actinokineospora enzanensis DSM 44649	Actinobacteria	False	False	1	0	0	1	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	FMCI01000267	1	6967	0	None	19	1	0.3	0.0	23.9305161999	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCI01000267/index.html	cluster-1	t1pks	GA0115242_128921	Streptomyces sp. SolWspMP-5a-2	Actinobacteria	False	False	0	0	1	0	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	CP000820	2	129	0	None	19	1	0.3	0.0	16.4730263077	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000820_6665310_7174260/index.html	cluster-4	t1pks	ctg1_267	Frankia sp. EAN1pec	Actinobacteria	False	False	1	0	1	0	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	FNIE01000009	3	1988	4	[u'AP010968', u'JQLN01000002', u'LGDW01000119', u'OAOJ01000001']	19	1	0.3	0.0	18.6461430326	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNIE01000009/index.html	cluster-1	t1pks	SAMN05216259_109177	Streptomyces guanduensis	Actinobacteria	False	False	1	1	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	QTTT01000001	1	3983	0	None	49	1	0.32	0.0	18.8091595246	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTTT01000001_3193624_3511418/index.html	cluster-1	t2pks-t1pks	ctg1_140	Actinomadura umbrina	Actinobacteria	False	False	1	0	0	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LT906483	2	289	0	None	25	1	0.73	0.0	8.78184697938	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT906483_1753356_2515627/index.html	cluster-1	t1pks	ctg1_341	Mycobacterium thermoresistibile	Actinobacteria	False	False	1	0	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	ANAW01000217	1	2913	0	None	49	1	0.32	0.0	14.4026329203	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ANAW01000217/index.html	cluster-1	t2pks-t1pks-otherks	ctg1_17	Nocardiopsis synnemataformans DSM 44143	Actinobacteria	False	False	1	0	0	0	0
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	QZFT01000045	2	2777	0	None	6	1	-0.07	0.81	10.6045614645	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFT01000045/index.html	cluster-2	t1pks	D5S17_20085	Pseudonocardiaceae bacterium YIM PH 21723	Actinobacteria	False	False	1	0	1	0	0
Elongation factor Tu	EF-Tu	QTUG01000001	3	9527	3	[u'CP022433', u'JOCB01000044', u'NZ_LBDA02000011']	16	2	0.24	0.01	18.9595903067	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTUG01000001_8461176_8762543/index.html	cluster-1	t1pks-otherks	ctg1_92	Streptomyces sp. Ag82_O1-9	Actinobacteria	False	False	0	1	1	1	0
Acetyl CoA carboxylase	AdmT_ACC	CP015399	1	8633	0	None	49	2	0.32	0.0	13.5461324859	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015399_86023_444490/index.html	cluster-1	transatpks-otherks	ctg1_300	Lachnoclostridium sp. YL32	Firmicutes	False	False	0	0	0	1	0
