target_name		gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	pident_list	redundant	target count 	copynum	coevolution score	in pos set	in pos set homologs	in pos set redundnat
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOZJ01000091	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOZJ01000091/index.html	cluster-2	t1pks-nrps	1990	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.828314111	FALSE	FALSE	FALSE
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	MF990204	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/MF990204/index.html	cluster-1	t1pks-nrps	1419	Amycolatopsis sp	Actinobacteria	1	[u'PPHG01000074']	2	[u'FNSO01000004']	4	1	18.86045775	FALSE	FALSE	FALSE
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	CP025429	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025429_2977483_3804269/index.html	cluster-3	transatpks-otherks	2588	Chromobacterium sp. ATCC 53434	Proteobacteria	0	[]	1	[]	4	1	21.31919754	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	CP000820	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000820_6665310_7174260/index.html	cluster-4	t1pks	129	Frankia sp. EAN1pec	Actinobacteria	0	[]	1	[]	44	2	12.03337001	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	CP017562	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP017562_2243560_2544852/index.html	cluster-1	t1pks	4	Paraburkholderia sprentiae WSM5005	Proteobacteria	27	"[u'AP013062', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LR025742', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'QJSQ01000029']"	3	"[u'BBJF01000005', u'RAIM01000002']"	37	1	8.230323644	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	JOFU01000027	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOFU01000027/index.html	cluster-1	t1pks-otherks	3579	Streptomyces griseofuscus	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Periplasmic serine endoprotease DegP	sp_P0C0V0_DEGP_ECOLI	RAVW01000053	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAVW01000053/index.html	cluster-1	t1pks-nrps	4076	Corallococcus sp. AB043A	Proteobacteria	1	[u'RAWG01000021']	2	[u'RAWC01000004']	4	0	2.511987998	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	JOAR01000019	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOAR01000019/index.html	cluster-1	t1pks-nrps	3906	Streptomyces aureocirculatus	Actinobacteria	3	"[u'CM002271', u'CP010849', u'LN831790']"	1	[]	44	1	40.43204522	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	BBON01000034	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBON01000034/index.html	cluster-1	t1pks-nrps	944	Streptomyces sp. NBRC 109436	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
beta-lactamase	beta_lactamase	FMDF01000134	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMDF01000134/index.html	cluster-1	t1pks-nrps	3195	Streptomyces sp. Ncost-T10-10d	Actinobacteria	0	[]	2	[u'CP027306']	5	1	3.3028604	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JNXT01000038	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNXT01000038/index.html	cluster-2	t1pks	196	Streptomyces alboflavus	Actinobacteria	2	"[u'LFXA01000003', u'LJSN01000002']"	3	"[u'JOAQ01000015', u'KB889708']"	69	1	15.98570345	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	KK736233	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK736233_2029663_2330538/index.html	cluster-1	nrps-t1pks-arylpolyene-siderophore	2378	Enterobacter cloacae BWH 43	Proteobacteria	-1	[]	-1	[]	0	5	-1	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	LPKA01000024	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPKA01000024/index.html	cluster-1	t1pks	55	Burkholderia diffusa	Proteobacteria	27	"[u'AP013062', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LR025742', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'RAIM01000002']"	4	"[u'JSZN01000033', u'LPEQ01000122', u'ML058600']"	37	1	6.957752821	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	LOYN01000022	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOYN01000022/index.html	cluster-1	t1pks	1	Burkholderia sp. MSMB1826	Proteobacteria	17	"[u'AP013062', u'BBJF01000005', u'CP017562', u'CP023522', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JSZN01000033', u'KN150849', u'LAVN01000003', u'LOWB01000076', u'LPEQ01000122', u'LPKA01000024', u'ML058600', u'NBSQ01000002', u'QJSQ01000029', u'RAIM01000002']"	17	"[u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP029824', u'JPGM01000008', u'KI421535', u'KN150939', u'LDWR01000005', u'LOWV01000038', u'LOYC01000030', u'LPCO01000066', u'LR025742', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137']"	37	2	5.140474466	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	PJME01000010	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PJME01000010/index.html	cluster-1	t1pks-otherks	1703	Streptomyces geranii	Actinobacteria	2	"[u'FNIE01000009', u'JQLN01000002']"	2	[u'OAOJ01000001']	44	1	13.49696241	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	AMBZ01000009	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AMBZ01000009/index.html	cluster-1	t1pks-nrps	2156	Paenibacillus alvei DSM 29	Firmicutes	0	[]	4	"[u'BBYF01000005', u'FNAZ01000006', u'MAIS01000008']"	52	5	11.13279632	FALSE	FALSE	FALSE
Elongation factor P	sp_P0A6N4_EFP_ECOLI	CP001087	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001087/index.html	cluster-3	t1pks-otherks	2034	Desulfobacterium autotrophicum HRM2	Proteobacteria	0	[]	1	[]	3	2	14.02956748	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	KN039947	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN039947_848639_1149844/index.html	cluster-2	t1pks-butyrolactone	954	Streptomyces luteus	Actinobacteria	3	"[u'AP010968', u'FNIE01000009', u'JQLN01000002']"	29	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP015588', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JODF01000057', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	2	14.61033038	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	POQS01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/POQS01000001_469243_770508/index.html	cluster-1	t1pks	2814	Achromobacter pulmonis	Proteobacteria	0	[]	4	"[u'JPYO01000046', u'PCOQ01000012', u'QNRM01000001']"	52	2	7.579519927	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	X86780	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/X86780/index.html	cluster-1	t1pks-nrps	3244	Streptomyces rapamycinicus NRRL 5491	Actinobacteria	0	[]	1	[]	52	1	13.11237579	FALSE	FALSE	FALSE
DNA polymerase III subunit alpha	sp_P10443_DPO3A_ECOLI	LJIW01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LJIW01000001_1152748_1859962/index.html	cluster-4	t1pks-nrps	1709	Streptomyces malaysiensis	Actinobacteria	0	[]	1	[]	4	4	18.28530708	FALSE	FALSE	FALSE
ATP-dependent zinc metalloprotease FtsH	sp_P0AAI3_FTSH_ECOLI	PCGE01000062	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PCGE01000062/index.html	cluster-1	t1pks	2077	Synechococcus sp. BDU 130192	Cyanobacteria	1	[u'MRBY01000033']	1	[]	7	1	7.103850198	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP009251	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009251_2433572_2734837/index.html	cluster-2	t1pks	1898	Corynebacterium stationis	Actinobacteria	0	[]	3	"[u'CP004350', u'CP019705']"	69	1	3.226700322	FALSE	FALSE	FALSE
Proline--tRNA ligase	sp_P16659_SYP_ECOLI	KB235922	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB235922_5830865_6217705/index.html	cluster-2	t1pks	2041	Pleurocapsa sp. PCC 7319	Cyanobacteria	0	[]	1	[]	2	1	12.43777061	FALSE	FALSE	FALSE
Elongation factor G	sp_P0A6M8_EFG_ECOLI	MRYI01000005	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRYI01000005/index.html	cluster-1	t1pks	2354	Hahella sp. CCB-MM4	Proteobacteria	0	[]	1	[]	5	1	5.561742667	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LLZL01000002	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LLZL01000002/index.html	cluster-1	lantipeptide-t1pks-nrps	814	Streptomyces griseus subsp. griseus	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	6.514092481	FALSE	FALSE	FALSE
ATP-dependent zinc metalloprotease FtsH	sp_P0AAI3_FTSH_ECOLI	MRBY01000033	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRBY01000033/index.html	cluster-1	t1pks	2420	Limnothrix rosea IAM M-220 (Oscillatoria rosea NIES-208)	Cyanobacteria	2	"[u'CP003946', u'PCGE01000062']"	1	[]	7	1	5.892179851	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LT607751	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT607751_2430866_2743375/index.html	cluster-1	t1pks-otherks	4767	Micromonospora siamensis	Actinobacteria	0	[]	2	[u'FMCX01000007']	85	7	3.620043775	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	NPKF01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NPKF01000001_7448996_7875444/index.html	cluster-1	t1pks-ectoine-otherks	2676	Streptomyces sp. FBKL.4005	Actinobacteria	-1	[]	-1	[]	0	2	-1	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	JQJV01000052	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQJV01000052/index.html	cluster-2	t1pks-nrps	1201	Streptomyces mirabilis	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	MGTY01000064	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGTY01000064/index.html	cluster-1	t1pks	4581	Elusimicrobia bacterium GWA2_69_24 (subsurface metagenome)	Elusimicrobia	0	[]	1	[]	3	1	3.980588906	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	NZ_LIWA01000004	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LIWA01000004/index.html	cluster-5	t1pks-otherks	2534	Streptomyces sp. CB01883	Actinobacteria	-1	[]	-1	[]	0	0	-1	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LJSN01000002	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LJSN01000002_0_1770252/index.html	cluster-1	t1pks	157	Streptomyces noursei	Actinobacteria	3	"[u'JNXT01000038', u'JOAQ01000015', u'KB889708']"	2	[u'LFXA01000003']	69	2	14.47219074	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JODN01000004	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODN01000004/index.html	cluster-3	t1pks	2379	Streptomyces ruber	Actinobacteria	3	"[u'AM778535', u'JOJM01000031', u'PHNC01000011']"	2	[u'CP021748']	69	1	16.10864301	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	ATLU01000003	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ATLU01000003/index.html	cluster-1	t1pks	460	bioreactor metagenome	metagenomes	0	[]	1	[]	85	2	36.83185374	FALSE	FALSE	FALSE
Elongation factor G	sp_P0A6M8_EFG_ECOLI	CDLW01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_4147714_4448973/index.html	cluster-1	transatpks	2933	Ralstonia solanacearum	Proteobacteria	0	[]	1	[]	5	2	10.00129349	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	JOFY01000014	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOFY01000014/index.html	cluster-1	t1pks-nrps	3747	Streptomyces sp. NRRL F-4335	Actinobacteria	0	[]	8	"[u'CP020039', u'CP020555', u'JOBU01000033', u'JOFX01000009', u'JOIR01000012', u'LGDI01000228', u'LGDS01000057']"	10	1	4.908829499	FALSE	FALSE	FALSE
Tyrosine--tRNA ligase	sp_P0AGJ9_SYY_ECOLI	FNHB01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNHB01000001_0_628465/index.html	cluster-1	transatpks-nrps	3464	Dendrosporobacter quercicolus	Firmicutes	0	[]	1	[]	1	1	0	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	NBSQ01000002	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NBSQ01000002_1648677_1949954/index.html	cluster-1	t1pks	1	Burkholderia thailandensis	Proteobacteria	34	"[u'AP013062', u'AXAJ01000009', u'BBJF01000005', u'CP013730', u'CP014306', u'CP015033', u'CP015036', u'CP016442', u'CP017562', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'JSZN01000033', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LPEQ01000122', u'LPKA01000024', u'LR025742', u'ML058600', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'QJSQ01000029', u'RAIM01000002']"	2	[u'LOWB01000076']	37	2	7.403331887	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	FMCF01000008	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCF01000008/index.html	cluster-1	t1pks	817	Streptomyces sp. BvitLS-983	Actinobacteria	7	"[u'BBNN01000039', u'CP019724', u'CP019724', u'FMCM01000285', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	27	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	6.927591252	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	PUEV01000102	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PUEV01000102/index.html	cluster-1	t1pks-nrps	905	Mycolicibacter virginiensis	Actinobacteria	0	[]	12	"[u'AGAQ01000134', u'AUWR01000061', u'CP002329', u'LDPO01000010', u'LQOZ01000036', u'LQPG01000019', u'LQPI01000032', u'LT546166', u'LT906469', u'LZMF01000132', u'MVHH01000018']"	52	1	8.721417259	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPBW01000066	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPBW01000066/index.html	cluster-1	transatpks-t1pks-nrps	4642	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.933125807	FALSE	FALSE	FALSE
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	AQOM01000011	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AQOM01000011/index.html	cluster-1	transatpks-t1pks-nrps	302	Burkholderia glumae 3252-8	Proteobacteria	0	[]	2	[u'CP020046']	12	1	4.370419834	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	BBNN01000039	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBNN01000039/index.html	cluster-1	t1pks-nrps	800	Streptomyces sp. NBRC 110035	Actinobacteria	31	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP030862', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JOHT01000001', u'JTCK01000028', u'KB846722', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'MUBL01000293', u'NZ_AZYD01000015', u'UHID01000005']"	6	"[u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	69	1	9.477230036	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	MEBL01000034	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEBL01000034/index.html	cluster-1	transatpks-t1pks-nrps	4642	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.636381684	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	NZ_JQJV01000052	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JQJV01000052/index.html	cluster-2	t1pks-nrps	1201	Streptomyces mirabilis	Actinobacteria	-1	[]	-1	[]	0	0	-1	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	AMCW01000040	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AMCW01000040/index.html	cluster-1	t1pks	120	Rhodopirellula baltica SH28	Planctomycetes	0	[]	4	"[u'DDGH01000006', u'LECT01000014', u'NIZW01000016']"	52	1	11.45748176	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOVR01000062	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOVR01000062/index.html	cluster-1	transatpks-t1pks	4642	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.759486922	FALSE	FALSE	FALSE
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	CP007035	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007035/index.html	cluster-1	t1pks-nrps	3804	Niabella soli DSM 19437	Bacteroidetes	0	[]	3	[]	23	2	5.517361214	FALSE	FALSE	FALSE
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	FMHT01000003	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHT01000003_49553_924403/index.html	cluster-3	lantipeptide-t1pks-nrps	3693	Micromonospora nigra	Actinobacteria	0	[]	1	[]	3	4	4.703484755	FALSE	FALSE	FALSE
