target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JIBO01000004	1	6897	0	None	26	1	0.55	0.0	30.3847056947	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JIBO01000004/index.html	cluster-2	t1pks	ctg1_350	Lonsdalea quercina subsp. quercina	Proteobacteria	False	False	0	0	0	0	1
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	AKKL01000054	2	9217	0	None	16	1	0.79	0.0	7.76171352075	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AKKL01000054/index.html	cluster-1	t1pks	OOA_19239	Providencia burhodogranariea DSM 19968	Proteobacteria	False	False	0	0	1	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	BARF01000025	0	6771	0	None	40	1	0.33	0.0	10.4554941648	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BARF01000025/index.html	cluster-1	t1pks	ctg1_83	Streptomyces prunicolor NBRC 13075	Actinobacteria	False	False	0	0	0	0	0
Phenylalanine-tRNA ligase beta subunit	sp_P07395_SYFB_ECOLI	LZHV01000055	1	9739	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHV01000055/index.html	cluster-1	t3pks-t1pks	A5730_16165	Mycobacterium sp. ACS4054	Actinobacteria	False	False	0	0	1	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	DNGG01000175	2	4136	0	None	26	1	0.55	0.0	11.2862874635	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DNGG01000175/index.html	cluster-1	t1pks-nrps	DCY88_09005	Cyanobacteria bacterium UBA11372 (sediment metagenome)	Cyanobacteria	False	False	1	0	0	0	1
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	CP011371	2	2182	0	None	23	2	0.35	0.0	8.06847252961	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011371_2971939_3282747/index.html	cluster-1	transatpks-nrps	ctg1_86	[Polyangium] brachysporum	Proteobacteria	False	False	1	0	0	1	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	BFBZ01000002	1	5776	0	None	40	2	0.33	0.0	16.3865998926	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BFBZ01000002/index.html	cluster-1	t1pks	ctg1_542	symbiont metagenome	metagenomes	False	False	0	0	0	1	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	MESE01000080	1	9624	0	None	20	1	0.18	0.23	12.2546649267	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MESE01000080/index.html	cluster-1	transatpks	A3I66_11040	Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36 (subsurface metagenome)	Proteobacteria	False	False	0	0	1	0	0
30S ribosomal protein S17	DEG10180501	NKRB01000001	0	8632	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRB01000001_3954803_4256083/index.html	cluster-1	t1pks-nrps	ctg1_133	Mycobacterium kansasii	Actinobacteria	False	False	0	0	0	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_JADG01000010	0	7140	0	None	72	0	0.39	0.0	8.1942354162	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JADG01000010/index.html	cluster-4	otherks-t1pks-nrps	P696_RS0117735	Actinomadura oligospora ATCC 43269	Actinobacteria	False	False	0	0	0	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	KB846722	3	4162	1	[u'MOEP01000024']	24	2	0.42	0.0	15.4581206527	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB846722/index.html	cluster-1	t1pks	ctg1_4	Streptomyces sp. CNS615	Actinobacteria	False	False	1	1	0	1	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	LQPV01000005	2	6346	0	None	17	1	0.56	0.0	6.64831912654	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPV01000005/index.html	cluster-1	t1pks	AWB92_04645	Mycobacterium sp. IEC1808	Actinobacteria	False	False	0	0	1	0	1
30S ribosomal protein S14	DEG10180498	CP008972	1	9880	0	None	13	1	-0.03	0.9	55.0430913922	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008972_1539300_2053809/index.html	cluster-1	t1pks	ctg1_183	Mycobacterium tuberculosis	Actinobacteria	False	False	0	0	1	0	0
Pyruvate carboxylase	tr_Q9CHQ7_Q9CHQ7_LACLA	FUEZ01000003	3	9699	2	[u'AP018164', u'CTEE01000001']	10	1	0.58	0.03	17.7703040979	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FUEZ01000003_0_271104/index.html	cluster-1	nrps-t1pks-otherks	ctg1_54	Mycobacterium sp. AB215	Actinobacteria	False	False	0	1	1	0	1
Phospho-N-acetylmuramoyl-pentapeptide-transferase	sp_P0C1R8_MRAY_STAAU	PIWD01000025	1	7147	0	None	4	1	0.5	0.67	9.10681769327	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PIWD01000025/index.html	cluster-1	t1pks-nrps	ctg1_6	Gammaproteobacteria bacterium (invertebrate metagenome)	Proteobacteria	False	False	0	0	1	0	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	FMIC01000002	3	4918	1	[u'RBXR01000001']	15	0	0.33	0.05	24.7019344136	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMIC01000002_494133_921427/index.html	cluster-1	t1pks-nrps	ctg1_137	Micromonospora peucetia	Actinobacteria	False	False	1	1	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	BCSX01000044	0	8288	0	None	72	1	0.39	0.0	9.79370713955	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCSX01000044/index.html	cluster-2	t1pks	RMCB_4967	Mycolicibacterium brisbanense	Actinobacteria	False	False	0	0	0	0	0
30S ribosomal protein S20	DEG10180004	LZLQ01000015	2	7571	7	[u'BFAB01000003', u'JAGZ01000003', u'LZLS01000197', u'LZLV01000004', u'LZSE01000029', u'LZSZ01000063', u'NKRI01000002']	8	1	0.22	0.27	3.57934336525	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLQ01000015/index.html	cluster-1	t1pks-nrps	A5636_19010	Mycobacterium asiaticum	Actinobacteria	False	False	0	1	1	0	0
Lon protease	sp_P0A9M0_LON_ECOLI	ASRX01000051	1	7176	0	None	7	1	0.2	0.8	5.56988391145	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ASRX01000051/index.html	cluster-1	t1pks-nrps	CAP_6174	Chondromyces apiculatus DSM 436	Proteobacteria	False	False	0	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LMWG01003114	2	2850	0	None	21	1	0.82	0.0	10.0041761231	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMWG01003114/index.html	cluster-1	t1pks	ACZ90_38495	Streptomyces albus subsp. albus	Actinobacteria	False	False	1	0	0	0	1
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	AUSV01000035	2	4998	0	None	12	1	0.71	0.07	7.66557780444	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUSV01000035/index.html	cluster-1	transatpks-lantipeptide	PL2TA16_03085	Pseudoalteromonas luteoviolacea 2ta16	Proteobacteria	False	False	1	0	1	0	0
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	AUAF01000020	2	3081	0	None	12	1	0.71	0.07	11.0272465088	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUAF01000020/index.html	cluster-1	t1pks-nrps	ctg1_51	Zooshikella ganghwensis DSM 15267	Proteobacteria	False	False	1	0	1	0	0
Pyruvate carboxylase	tr_Q9CHQ7_Q9CHQ7_LACLA	AP018164	4	3780	2	[u'CTEE01000001', u'FUEZ01000003']	10	1	0.58	0.03	9.50183814974	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP018164/index.html	cluster-2	nrps-t1pks-otherks	MSG_01612	Mycobacterium shigaense	Actinobacteria	False	False	1	1	1	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	FOLM01000012	1	4087	0	None	40	1	0.33	0.0	6.37842408074	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOLM01000012/index.html	cluster-1	t1pks-otherks	SAMN05421773_112102	Streptomyces aidingensis	Actinobacteria	False	False	1	0	0	0	0
1,4-dihydroxy-2-naphthoyl-CoA synthase	sp_P0ABU0_MENB_ECOLI	QQAZ01000003	2	9961	0	None	8	2	0.37	0.47	4.05541997523	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQAZ01000003/index.html	cluster-1	t1pks-nrps	DFR68_10377	Nocardia mexicana	Actinobacteria	False	False	0	0	1	1	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	NZ_BDAY01000020	1	6472	0	None	11	0	0.39	0.13	15.2503215644	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_BDAY01000020/index.html	cluster-1	t1pks	NA11_RS13665	Nocardia altamirensis NBRC 108246	Actinobacteria	False	False	0	0	1	0	0
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	CP031455	3	2763	0	None	14	2	0.5	0.08	2.82887700535	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031455_1996626_2771982/index.html	cluster-1	terpene-blactam-t1pks-otherks-nrps	ctg1_152	Streptomyces olivoreticuli subsp. olivoreticuli	Actinobacteria	False	False	1	0	1	1	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	MKQR01000006	1	2906	0	None	29	1	0.49	0.0	9.20115768137	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MKQR01000006/index.html	cluster-1	transatpks-otherks-nrps	BJP25_09350	Actinokineospora bangkokensis	Actinobacteria	False	False	1	0	0	0	0
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	sp_P65636_ODP2_STAAN	NW_020290751	1	5720	0	None	6	0	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_020290751/index.html	cluster-2	t1pks	BO95DRAFT_385855	Aspergillus brunneoviolaceus CBS 621.78	Fungi	False	False	0	0	1	0	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	MSIF01000025	1	7130	0	None	11	1	0.39	0.13	21.8785893609	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MSIF01000025/index.html	cluster-1	t1pks	BLA60_34140	Actinophytocola xinjiangensis	Actinobacteria	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NAVI01000034	2	5415	18	[u'CP008963', u'CP019887', u'CP022927', u'JAGZ01000001', u'KK338939', u'LQOK01000037', u'LQPF01000100', u'LQPJ01000141', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	11.5362065456	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NAVI01000034/index.html	cluster-1	t3pks-t1pks	B6237_09085	Mycobacterium tuberculosis	Actinobacteria	False	False	0	1	0	0	1
Histidinol-phosphate aminotransferase	sp_P06986_HIS8_ECOLI	NW_019154045	1	6470	0	None	4	0	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_019154045/index.html	cluster-1	t1pks-nrps	VFPPC_10348	Pochonia chlamydosporia 170	Fungi	False	False	0	0	1	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	KB894404	3	3950	1	[u'MUBL01000293']	26	1	0.55	0.0	13.7404543796	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB894404/index.html	cluster-2	t1pks-ectoine	ctg1_241	Actinokineospora enzanensis DSM 44649	Actinobacteria	False	False	1	1	0	0	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	KT362046	0	6140	0	None	29	1	0.49	0.0	24.5996814355	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KT362046/index.html	cluster-1	t1pks	bor2J	Streptomyces rochei	Actinobacteria	True	False	0	0	0	0	0
Pyruvate carboxylase	tr_Q9CHQ7_Q9CHQ7_LACLA	AQPE01000063	2	7579	0	None	10	1	0.58	0.03	24.7876125863	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AQPE01000063/index.html	cluster-3	lantipeptide-t1pks-otherks	ctg1_125	Streptomyces sp. CNS615	Actinobacteria	False	False	0	0	1	0	1
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	NZ_CH902578	1	7972	0	None	20	0	0.18	0.23	4.15798767142	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_CH902578/index.html	cluster-2	t1pks	ctg1_1312	Maritimibacter alkaliphilus HTCC2654	Proteobacteria	False	False	0	0	1	0	0
Pyruvate carboxylase	tr_Q9CHQ7_Q9CHQ7_LACLA	CTEE01000001	3	5061	2	[u'AP018164', u'FUEZ01000003']	10	1	0.58	0.03	9.03042778955	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CTEE01000001_1844184_2193913/index.html	cluster-2	nrps-t1pks-otherks	ctg1_137	Mycobacterium lentiflavum	Actinobacteria	False	False	0	1	1	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	JAFB01000022	1	8089	0	None	40	2	0.33	0.0	6.05983421355	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JAFB01000022/index.html	cluster-1	terpene-t1pks	ctg1_47	Amycolatopsis taiwanensis DSM 45107	Actinobacteria	False	False	0	0	0	1	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	RBXR01000001	2	7868	1	[u'FMIC01000002']	15	1	0.33	0.05	29.8614340337	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBXR01000001_3381810_4041611/index.html	cluster-3	t1pks-nrps	ctg1_411	Saccharothrix variisporea	Actinobacteria	False	False	0	1	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	KB894406	1	9805	1	[u'MTQO01000034']	40	1	0.33	0.0	10.2766665555	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB894406/index.html	cluster-1	t2pks-t1pks	ctg1_84	Actinokineospora enzanensis DSM 44649	Actinobacteria	False	False	0	1	0	0	0
Glutaminyl-tRNA synthetase	DEG10180117	LWSI01000011	2	714	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWSI01000011/index.html	cluster-1	t1pks-nrps	ctg1_80	Mariniblastus fucicola	Planctomycetes	False	False	1	0	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	LJIW01000002	3	4250	0	None	20	2	0.18	0.23	21.9957423131	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LJIW01000002_3171838_3479376/index.html	cluster-1	t1pks	ctg1_111	Streptomyces malaysiensis	Actinobacteria	False	False	1	0	1	1	0
Glutamyl-tRNA synthetase	DEG10180366	FQZC01000001	3	6721	1	[u'LC066377']	11	2	0.01	0.99	11.5820127319	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQZC01000001_632543_1014381/index.html	cluster-1	t1pks	ctg1_130	Aureimonas altamirensis DSM 21988	Proteobacteria	False	False	0	1	1	1	0
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	CP003350	3	7124	0	None	15	2	0.75	0.0	11.6731411087	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003350_2891404_3192678/index.html	cluster-1	t1pks	ctg1_125	Frateuria aurantia DSM 6220	Proteobacteria	False	False	0	0	1	1	1
Glycyl-tRNA synthetase beta chain	DEG10180529	PVWJ01000117	1	7616	0	None	4	1	nan	nan	7.2569188024	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PVWJ01000117/index.html	cluster-1	t1pks	C7B64_19130	Merismopedia glauca CCAP 1448/3	Cyanobacteria	False	False	0	0	1	0	0
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	sp_P17443_MURG_ECOLI	LUGL01000003	3	4240	1	[u'KL662191']	7	1	0.52	0.15	15.8350029954	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LUGL01000003/index.html	cluster-1	t1pks	ctg1_99	Elainella saxicola E1	Cyanobacteria	False	False	1	1	1	0	0
Pyruvate carboxylase	tr_Q9CHQ7_Q9CHQ7_LACLA	HG315953	2	8820	0	None	10	1	0.58	0.03	24.5195945949	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG315953_4790289_5128361/index.html	cluster-2	t1pks	ctg1_133	Mycobacterium simiae ATCC 25275 = DSM 44165	Actinobacteria	False	False	0	0	1	0	1
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP001359	2	8975	0	None	26	2	0.55	0.0	9.17590209571	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001359/index.html	cluster-3	t1pks	A2cp1_4033	Anaeromyxobacter dehalogenans 2CP-1	Proteobacteria	False	False	0	0	0	1	1
3-oxoacyl-[acyl-carrier-protein] reductase FabG	sp_P0AEK2_FABG_ECOLI	DDUX01000020	3	464	0	None	4	1	0.94	0.0	2.21716746833	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DDUX01000020/index.html	cluster-1	t1pks	ctg1_29	Candidatus Accumulibacter phosphatis (bioreactor sludge metagenome)	Proteobacteria	False	False	1	0	1	0	1
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	KL575173	2	3008	0	None	9	1	0.08	0.81	43.4540389972	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL575173/index.html	cluster-1	t1pks-nrps	ctg1_13	Streptomyces peruviensis	Actinobacteria	False	False	1	0	1	0	0
Pyruvate carboxylase	tr_Q9CHQ7_Q9CHQ7_LACLA	KZ984536	2	5250	0	None	10	1	0.58	0.03	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ984536/index.html	cluster-1	t1pks	ctg1_209	Rhodobacter sp. YIM 73036	Proteobacteria	False	False	0	0	1	0	1
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	KZ679048	1	9887	0	None	14	1	0.5	0.08	11.9483897452	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ679048/index.html	cluster-3	t1pks	C6Y14_27630	Streptomyces sp. A217	Actinobacteria	False	False	0	0	1	0	0
30S ribosomal protein S14	DEG10180498	KK340220	2	9353	1	[u'AEZF01000005']	13	1	-0.03	0.9	25.7374738439	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK340220_2166236_2467606/index.html	cluster-1	t1pks	ctg1_163	Mycobacterium tuberculosis UT0094	Actinobacteria	False	False	0	1	1	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	MGZJ01000075	3	1990	0	None	17	1	0.56	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGZJ01000075/index.html	cluster-1	t1pks-otherks	A2076_19115	Geobacteraceae bacterium GWC2_53_11 (subsurface metagenome)	Proteobacteria	False	False	1	0	1	0	1
DNA polymerase III subunit alpha	sp_P10443_DPO3A_ECOLI	BAGH01000610	1	8586	0	None	6	1	-0.12	0.83	11.5691337734	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAGH01000610/index.html	cluster-1	t3pks-t1pks-nrps	ctg1_4	Nocardia tenerifensis NBRC 101015	Actinobacteria	False	False	0	0	1	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	LT990689	2	1580	1	[u'QUAC01000116']	23	1	0.35	0.0	10.1953093916	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT990689/index.html	cluster-1	t1pks-nrps	ctg1_13	Streptomyces caniferus	Actinobacteria	False	False	1	1	0	0	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	QZFU01000016	2	1546	0	None	15	1	0.33	0.05	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFU01000016_663494_1126272/index.html	cluster-1	t1pks-nrps	ctg1_134	Nocardia sp. YIM PH 21724	Actinobacteria	False	False	1	0	1	0	0
3-oxoacyl-[acyl-carrier-protein] reductase FabG	sp_P0AEK2_FABG_ECOLI	UFWO01000001	3	1308	0	None	4	1	0.94	0.0	1.59971524302	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UFWO01000001_2863418_3195087/index.html	cluster-1	t1pks-nrps	ctg1_204	Citrobacter freundii	Proteobacteria	False	False	1	0	1	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	CP015220	2	4713	0	None	40	2	0.33	0.0	10.6167235645	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015220_1005374_1513516/index.html	cluster-2	t1pks-otherks	ctg1_145	Rhodococcus sp. PBTS 2	Actinobacteria	False	False	1	0	0	1	0
Inosine-5'-monophosphate dehydrogenase	sp_P0ADG7_IMDH_ECOLI	CP025287	1	7770	0	None	8	1	0.8	0.2	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025287_143915_445173/index.html	cluster-1	transatpks-nrps	ctg1_141	Ethanoligenens harbinense	Firmicutes	False	False	0	0	1	0	0
Alanyl-tRNA synthetase	DEG10180418	LFME01000001	3	2041	0	None	10	1	0.88	0.0	6.63274162542	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LFME01000001/index.html	cluster-1	transatpks	ACP93_01045	Xanthomonas sp. NCPPB 1128	Proteobacteria	False	False	1	0	1	0	1
Glutamyl-tRNA synthetase	DEG10180366	FQZT01000013	1	9588	0	None	11	1	0.01	0.99	9.50061443209	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQZT01000013/index.html	cluster-1	t1pks-otherks	SAMN02745165_02983	Malonomonas rubra DSM 5091	Proteobacteria	False	False	0	0	1	0	0
30S ribosomal protein S14	DEG10180498	PVZV01000006	2	4305	0	None	13	1	-0.03	0.9	7.57754175656	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PVZV01000006/index.html	cluster-1	t1pks-nrps	ctg1_12	Actinocorallia populi	Actinobacteria	False	False	1	0	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	BCRN01000007	0	8612	0	None	40	1	0.33	0.0	11.5125128187	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCRN01000007/index.html	cluster-1	t1pks-nrps	ctg1_118	Millisia brevis NBRC 105863	Actinobacteria	False	False	0	0	0	0	0
UDP-N-acetylenolpyruvoylglucosamine reductase MurB	sp_P08373_MURB_ECOLI	KN708638	2	9781	0	None	4	2	0.4	0.6	9.13842952523	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN708638_2703521_3004798/index.html	cluster-1	lantipeptide-t1pks	ctg1_127	Streptomyces sp. CT34	Actinobacteria	False	False	0	0	1	1	0
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	FMZZ01000001	2	7835	0	None	12	2	0.71	0.07	1.8260788343	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMZZ01000001_463048_764322/index.html	cluster-2	t1pks-otherks	ctg1_128	Alloactinosynnema iranicum	Actinobacteria	False	False	0	0	1	1	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	LMFT01000007	1	4009	0	None	40	1	0.33	0.0	8.57325322998	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMFT01000007/index.html	cluster-1	t1pks	ASD51_29335	Streptomyces sp. Root55	Actinobacteria	False	False	1	0	0	0	0
Threonine synthase	sp_P00934_THRC_ECOLI	PDZR01000026	2	3958	0	None	2	1	nan	nan	2.58421985815	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDZR01000026/index.html	cluster-1	t1pks	CR492_17450	Methylocella silvestris	Proteobacteria	False	False	1	0	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	FMHY01000002	2	59	0	None	40	2	0.33	0.0	12.6320675712	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHY01000002_3712805_5018066/index.html	cluster-7	oligosaccharide-nrps-amglyccycl-otherks-t1pks-ladderane	ctg1_734	Micromonospora eburnea	Actinobacteria	False	False	1	0	0	1	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP010519	3	3644	0	None	26	2	0.55	0.0	16.364794163	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP010519/index.html	cluster-4	t1pks	SLNWT_0894	Streptomyces albus	Actinobacteria	False	False	1	0	0	1	1
1-deoxy-D-xylulose 5-phosphate reductoisomerase	sp_P45568_DXR_ECOLI	CP031320	1	9902	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html	cluster-5	t1pks-nrps	ctg1_486	Streptomyces armeniacus	Actinobacteria	False	False	0	0	1	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	KE384306	3	5686	0	None	17	2	0.56	0.0	11.3602193776	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KE384306_608613_1149414/index.html	cluster-4	t1pks-nrps	ctg1_334	Paenibacillus taiwanensis DSM 18679	Firmicutes	False	False	0	0	1	1	1
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	CP021888	1	7105	0	None	19	1	-0.08	0.71	9.05412756696	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP021888_1064149_1984937/index.html	cluster-1	transatpks-nrps	ctg1_199	Bacillus velezensis	Firmicutes	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP001087	2	9177	0	None	56	2	0.63	0.0	6.4847506584	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001087/index.html	cluster-3	t1pks-otherks	HRM2_23580	Desulfobacterium autotrophicum HRM2	Proteobacteria	False	False	0	0	0	1	1
